gene	gene_pval_positive	ngrna_lfc_positive	gene_lfc_positive	fdr_gene_positive_rra	mean_log2FC_positive	SEM_positive	z_positive	pval_gene_positive	ngrna_tested_positive	fdr_gene_positive_wald	gene_pval_negative	ngrna_lfc_negative	gene_lfc_negative	fdr_gene_negative_rra	mean_log2FC_negative	SEM_negative	z_negative	pval_gene_negative	ngrna_tested_negative	fdr_gene_negative_wald
fruB											4.799861308343809e-17	3.0	-2.4739670137131924	1.0330636748773545e-16	-2.4739670137131924	1.0147186974024467	-2.438081627988367	0.014765439385087679	3.0	0.020356346924909667
frvX	5.045816096775272e-05	3.0	0.5247276836653878	0.000194545616363608	0.5247276836653878	0.02030709342499164	25.839625232610256	3.182604601219785e-147	3.0	2.784779026067312e-146	0.019330559187717804	2.0	-0.8714672820946819	0.01981630710562733	-0.8714672820946819	0.3438475068309791	-2.534458632916767	0.01126212233702975	2.0	0.01599328290741171
frwC	0.0027164584600866855	2.0	0.5271567076417005	0.004958614649364585	0.5271567076417005	0.11524094497744988	4.574387234891674	4.776157617852775e-06	2.0	5.662454907763599e-06	5.044046976685735e-108	4.0	-4.7976115080221335	1.9263966645001903e-106	-4.7976115080221335	1.6318525209712054	-2.939978611036989	0.003282349042043841	4.0	0.005223241605025439
fryA	0.00042198080388786434	2.0	0.5196337520393435	0.0011174162734530618	0.5196337520393435	0.018995573497566032	27.355517963483752	9.284230541406555e-165	2.0	8.897387602181283e-164	2.88837940421485e-19	4.0	-1.785503016677735	6.777308536687132e-19	-1.785503016677735	0.35658946152333937	-5.007167090833589	5.523697361831844e-07	4.0	1.4954806582938402e-06
fsaA											0.0027614475950811304	2.0	-0.8615485166629662	0.002982429863520234	-0.8615485166629662	0.14093610250576608	-6.113043438445574	9.774874960285302e-10	2.0	3.374211644944638e-09
ftsA											4.675291955232092e-58	17.0	-6.432162098967073	3.746495115911431e-57	-6.432162098967073	0.5471900303570859	-11.75489636528934	6.664246569638402e-32	17.0	7.163067420659241e-31
ftsE											6.466316965599922e-05	3.0	-0.5759097261975951	7.81618784730765e-05	-0.5759097261975951	0.048777575556942766	-11.806854269033526	3.5977128764553406e-32	3.0	3.890297959781528e-31
ftsH											3.326303284516309e-83	23.0	-5.111818883942378	5.911598411590866e-82	-5.111818883942378	0.6294389907909713	-8.121230109241752	4.614821053751919e-16	23.0	2.4363540563190278e-15
ftsI	0.01101098136332584	2.0	0.44508614189958795	0.014530885241766068	0.44508614189958795	0.04838947366851529	9.197995104236568	3.646903931862711e-20	2.0	7.248784358393785e-20	1.6315305486340793e-87	17.0	-5.920109976374551	3.3662038331013474e-86	-5.920109976374551	0.6723983618126447	-8.804468173323889	1.3147449587832478e-18	17.0	7.866557336719767e-18
ftsK											2.351713379780626e-24	24.0	-1.714042561804859	6.54469072357554e-24	-1.714042561804859	0.18793099704068775	-9.120595265259846	7.471281943858663e-20	24.0	4.755656414619255e-19
ftsL											9.206075114595852e-27	4.0	-4.996542498346483	2.7913690592397895e-26	-4.996542498346483	0.9583536732423822	-5.213672820224879	1.8513788677470362e-07	4.0	5.2582675120347e-07
ftsN	4.342945364022692e-05	3.0	0.5746286047779918	0.00017307282267516172	0.5746286047779918	0.14460503709189826	3.9737800033397757	7.074090736449634e-05	3.0	7.898256647492309e-05	2.914753570735122e-52	2.0	-3.6139040388390606	2.0357909180815348e-51	-3.6139040388390606	0.7846856242692661	-4.605543834455343	4.113893131942368e-06	2.0	1.0060542468442166e-05
ftsP	0.0032524218100315107	4.0	0.37264942062134737	0.005704138468573782	0.37264942062134737	0.058606080052236574	6.358545398177096	2.0367319327389375e-10	4.0	2.9541787492880084e-10	3.011805907087606e-07	3.0	-1.311512158342002	4.1331740085797036e-07	-1.311512158342002	0.4623821267633211	-2.836424858206779	0.004562171230770541	3.0	0.007053486097530681
ftsQ											1.9836197183113947e-23	9.0	-5.485965360595117	5.362345473447219e-23	-5.485965360595117	0.7503225591095113	-7.311475969889408	2.64223782899261e-13	9.0	1.182747357367016e-12
ftsW											2.936452978530965e-29	13.0	-4.084141999656224	9.653723619895755e-29	-4.084141999656224	0.7900891060148568	-5.169216951055424	2.350768768418332e-07	13.0	6.582886020765843e-07
ftsX											4.882789810633401e-05	2.0	-0.8318062629780656	5.98675390033262e-05	-0.8318062629780656	0.3382472060415123	-2.45916669264662	0.013925994116494839	2.0	0.019407732483779687
ftsY											8.983773903315656e-69	13.0	-6.073868660805603	1.067938685857722e-67	-6.073868660805603	0.812363360603872	-7.476788042595348	7.616110267611247e-14	13.0	3.5508877741200485e-13
ftsZ											1.4953336865915967e-19	14.0	-5.806587583756646	3.5504285283490955e-19	-5.806587583756646	0.7219987044701764	-8.042379505400481	8.811051235665643e-16	14.0	4.5578780887665215e-15
fucI	0.0019669877423618537	2.0	0.6908138750274734	0.0038809439524541476	0.6908138750274734	0.26225478073820546	2.6341326288998137	0.008435253118738016	2.0	0.008617231929675258	2.5855199978511916e-12	7.0	-1.3436413766047577	4.5322347618582895e-12	-1.3436413766047577	0.46470870764293093	-2.891362598776982	0.003835752792114097	7.0	0.006023776257082068
fucK											0.00017979838114684244	2.0	-0.7687289401195488	0.00021163153715316865	-0.7687289401195488	0.3629204535480402	-2.11817474767316	0.03416027097779913	2.0	0.04293955630612706
fucP											2.235849042752053e-05	2.0	-1.4235962864719707	2.7851138318805934e-05	-1.4235962864719707	0.5601963590685228	-2.5412451606059747	0.011045843677415814	2.0	0.015749101448145314
fumA											5.1216678182225885e-43	3.0	-2.059864923140088	2.664751806872332e-42	-2.059864923140088	0.6006679905627148	-3.4292903159537027	0.0006051618354066531	3.0	0.0010983473150201642
fumC											1.7071211020377794e-42	4.0	-2.551160538118323	8.680686623676527e-42	-2.551160538118323	0.8349933249951529	-3.0553065057533635	0.0022483062436803518	4.0	0.003678860261992918
fur											2.927856520233021e-10	4.0	-1.4176183248918535	4.679877518983324e-10	-1.4176183248918535	0.16260481214312997	-8.718181868098839	2.827046005916133e-18	4.0	1.6692590725721904e-17
fusA											4.566517899822812e-30	19.0	-4.901174055266512	1.5524431117768838e-29	-4.901174055266512	0.6624096508642652	-7.399007621449669	1.3720597827118363e-13	19.0	6.250881497380067e-13
gabD											2.3937342643864554e-12	5.0	-1.6243801417704238	4.2001495645881595e-12	-1.6243801417704238	0.6886057565573919	-2.35894069473269	0.018327184401442577	5.0	0.02462372455133939
gadA	0.024558422063056206	2.0	0.4893542500060851	0.027611075084860676	0.4893542500060851	0.019601354605381507	24.965328155010983	1.4556832723680762e-137	2.0	1.1718250342563015e-136	1.8766900092256652e-33	3.0	-1.8277020390654422	7.167358652255467e-33	-1.8277020390654422	0.3496717213766576	-5.226908346690945	1.723678885084444e-07	3.0	4.911116823375519e-07
gadB	0.024558422063056206	2.0	0.4893542500060851	0.027611075084860676	0.4893542500060851	0.019601354605381507	24.965328155010983	1.4556832723680762e-137	2.0	1.1718250342563015e-136	1.8766900092256652e-33	3.0	-1.8277020390654422	7.167358652255467e-33	-1.8277020390654422	0.3496717213766576	-5.226908346690945	1.723678885084444e-07	3.0	4.911116823375519e-07
galP											3.1946962261063796e-08	4.0	-2.6856290261072044	4.613418926678158e-08	-2.6856290261072044	0.6210623854756411	-4.324250009200627	1.5305164962658944e-05	4.0	3.505513510546285e-05
galU											3.799318467536221e-26	4.0	-1.9866393515603706	1.1328532639912819e-25	-1.9866393515603706	0.18932520390318947	-10.493264027203843	9.27672095729261e-26	4.0	8.005631787663575e-25
gapA											2.199042460080031e-24	6.0	-3.115712586821125	6.138851035526681e-24	-3.115712586821125	0.6769224084956507	-4.602761775526513	4.169250262010822e-06	6.0	1.0182046558244117e-05
garD											6.18258677360916e-06	2.0	-1.7670612148211022	7.955371511561607e-06	-1.7670612148211022	0.7689842085064833	-2.2979161278917264	0.021566563182737336	2.0	0.028458970287800485
garK											1.815308374072133e-104	3.0	-3.7127613892550495	5.924506420835416e-103	-3.7127613892550495	1.4580265226963893	-2.5464292531447814	0.010883126921584437	3.0	0.015565906632863797
garP	0.010416052687302549	2.0	0.323437395142767	0.01402160938675343	0.323437395142767	0.03259265990283117	9.923626856692096	3.2859425697369987e-23	2.0	7.207585200649275e-23	0.0017199101766428452	3.0	-0.8932190638471185	0.0018778824617237877	-0.8932190638471185	0.2489399340071292	-3.588090707140375	0.00033310840894550206	3.0	0.0006340716798061253
gatC	1.736161670674539e-07	2.0	0.47720330630627084	2.3645576223917705e-06	0.47720330630627084	0.09683803206573567	4.927850103173672	8.313936022962928e-07	2.0	1.0249186061998708e-06	2.654250465529455e-19	2.0	-5.7357033271853854	6.244272065039806e-19	-5.7357033271853854	2.6327498140322674	-2.1785979422027557	0.029361549192680643	2.0	0.03745840852939713
gcvP	0.0034323965362486114	4.0	0.4450535938830063	0.005954912094138216	0.4450535938830063	0.039905800380068294	11.152604123817968	6.954087664282176e-29	4.0	1.85981414277314e-28	1.3963614300159509e-83	5.0	-1.6814563312732407	2.5576211906924816e-82	-1.6814563312732407	0.4040688125957535	-4.161311833178861	3.164246611072105e-05	5.0	6.986251742772975e-05
gdhA											0.0012414217444815597	2.0	-1.0518102795537392	0.0013746773789909928	-1.0518102795537392	0.12666060970500292	-8.304162454321377	1.0052602155852551e-16	2.0	5.484626404180951e-16
gfcD											2.589221848325294e-25	5.0	-1.33987020845165	7.424366162530196e-25	-1.33987020845165	0.4740588208876348	-2.826379658842456	0.004707742952517323	5.0	0.007247340137022809
ggt	1.9301209938516668e-07	3.0	0.48689876917109776	2.3903806154624488e-06	0.48689876917109776	0.08049199823036016	6.049033194301395	1.4571763650140079e-09	3.0	2.061558829237744e-09	1.1540467894392625e-11	4.0	-3.441630021399085	1.9653832894150628e-11	-3.441630021399085	1.285560112645101	-2.6771443727495305	0.007425263181451273	4.0	0.011025081658209429
ghrB											2.5096008984412373e-07	2.0	-3.9040119499104007	3.465179702078478e-07	-3.9040119499104007	0.7208065488625174	-5.416171587329779	6.088867135797837e-08	2.0	1.806531654340019e-07
ghxP	0.001820728788185852	2.0	0.48749185806838535	0.003636939638932037	0.48749185806838535	0.004756933189989514	102.48028269437603	0.0	2.0	0.0	7.05066197217539e-33	8.0	-1.9069320665499425	2.620277068334332e-32	-1.9069320665499425	0.4737189309394089	-4.0254504137472376	5.68663630177498e-05	8.0	0.0001215180019248344
glcD											1.1598043706520197e-42	3.0	-2.348855361364089	5.914343310569248e-42	-2.348855361364089	1.0714508975149224	-2.1922193231737674	0.02836367385093912	3.0	0.036288520714494454
gldA											1.5457876182830655e-28	2.0	-2.6008103743358166	4.9109535837488534e-28	-2.6008103743358166	0.04013194941123044	-64.8064799366066	0.0	2.0	0.0
glgA	0.01630981633322707	2.0	0.38496992355119686	0.019893033557951197	0.38496992355119686	0.027579582465451474	13.958511664686833	2.792036185714118e-44	2.0	1.0357553592165277e-43	2.5617168262259734e-06	2.0	-1.4565395824702771	3.3613170344120045e-06	-1.4565395824702771	0.2910229367330418	-5.004896173549287	5.589214840501483e-07	2.0	1.5086677652180696e-06
glgB											2.045433659202774e-21	7.0	-2.138281193204907	5.230133074457235e-21	-2.138281193204907	1.0044921910845204	-2.1287185825668473	0.03327755046568395	7.0	0.04194747407717886
glgP											0.01497248458276895	4.0	-0.657632935763178	0.015436881002912272	-0.657632935763178	0.18151307985952142	-3.623060863008553	0.00029113728256001864	4.0	0.0005607204100807226
glgX											2.8461316540162695e-08	4.0	-1.072338860434046	4.129997024219243e-08	-1.072338860434046	0.21744988971848656	-4.9314297736472055	8.162991476441599e-07	4.0	2.1516255066391586e-06
glmM											5.996656274159721e-71	9.0	-3.766077070805101	7.423446904908069e-70	-3.766077070805101	0.7169766292327387	-5.252719429411958	1.498697488860033e-07	9.0	4.2836974402926106e-07
glmS											2.840309912276861e-51	6.0	-2.1348247722516436	1.9239080349196098e-50	-2.1348247722516436	0.5980400060738102	-3.569702278392665	0.0003573871673520228	6.0	0.0006781289274808466
glmU											1.8037623723518647e-63	9.0	-5.032539610394126	1.722209286367871e-62	-5.032539610394126	0.5690731606291373	-8.843396523621701	9.285199116607924e-19	9.0	5.630720410240278e-18
glnA											3.226004271623871e-19	8.0	-1.0538745765021318	7.530140009837254e-19	-1.0538745765021318	0.10622844501272152	-9.920832187423281	3.3792679336872366e-23	8.0	2.516923626957921e-22
glnD											5.75515998458582e-52	16.0	-2.3608882150590453	3.9886147383519485e-51	-2.3608882150590453	0.31040228465581526	-7.605898318940788	2.8293167649820327e-14	16.0	1.357920746829612e-13
glnE	3.428661798645304e-05	5.0	0.4681640677392564	0.00014526698673207733	0.4681640677392564	0.07761980630565747	6.031502654047893	1.624420568125065e-09	5.0	2.286116358987198e-09	7.745569155798301e-19	5.0	-1.552283205295127	1.780191630557996e-18	-1.552283205295127	0.4306589062651002	-3.60443771790845	0.00031282945293804193	5.0	0.0005992837438887782
glnL											0.0037681686720985944	3.0	-0.5377116769672748	0.004033311130838984	-0.5377116769672748	0.09980121740529921	-5.387826831646681	7.131471316254138e-08	3.0	2.0985231168321604e-07
glnS											4.7237366762308374e-110	20.0	-6.219003980147023	1.9270698485987165e-108	-6.219003980147023	0.5578269163720642	-11.148626567885115	7.272012152035023e-29	20.0	6.980353910643244e-28
glnU											3.655761308005845e-11	2.0	-6.203501922353428	6.076010692472677e-11	-6.203501922353428	0.2172898828576839	-28.549428260387394	2.8552323908554383e-179	2.0	1.0250284283171025e-177
gloB	0.019169057095461062	2.0	0.501919773042578	0.022593105361414574	0.501919773042578	0.10909779231089764	4.600640970004687	4.211928588030223e-06	2.0	5.008275499799601e-06	5.289633092031585e-05	2.0	-0.6639618620843999	6.467909673158511e-05	-0.6639618620843999	0.23725434199395612	-2.7985235444134204	0.005133682658572132	2.0	0.007842519465648491
glpB	0.00017994706651357155	3.0	0.4586503665138466	0.0005636474262390082	0.4586503665138466	0.04985460221589382	9.199759824131688	3.58750715072798e-20	3.0	7.148374396871346e-20	8.842978925591623e-20	2.0	-3.843372925750829	2.1249193000584958e-19	-3.843372925750829	0.9030111417673273	-4.256174423527904	2.0795449496267833e-05	2.0	4.6894261112815027e-05
glpD											7.749660029128885e-42	13.0	-1.0306599414678081	3.874830014564442e-41	-1.0306599414678081	0.11638675024320073	-8.8554748656024	8.332829519614056e-19	13.0	5.070314911087197e-18
glpX											3.7604543234461074e-14	2.0	-0.9722924480472532	7.068079068676192e-14	-0.9722924480472532	0.24775817933630656	-3.9243606433169056	8.69603804503373e-05	2.0	0.00018108339084495993
gltA											3.84118078126219e-15	4.0	-1.0761468494478272	7.510805558132496e-15	-1.0761468494478272	0.3148558741666035	-3.417903039910866	0.0006310558368902893	4.0	0.0011430325198971436
gltB	2.614908113777954e-06	4.0	0.47807876616780914	1.6192315627625022e-05	0.47807876616780914	0.07787887083426884	6.138748046118837	8.317436245386318e-10	4.0	1.185050650891325e-09	2.127645964200111e-23	8.0	-1.6697327413742133	5.743044369532631e-23	-1.6697327413742133	0.19939148346375699	-8.374142728506845	5.56273082954006e-17	8.0	3.0723390273921256e-16
gltI											0.00996306702089399	2.0	-0.8048233694738072	0.010367365392756355	-0.8048233694738072	0.11162659156999598	-7.209960979316823	5.596791285886952e-13	2.0	2.4207808091968866e-12
gltP											3.7516264398483944e-37	2.0	-1.38696651347857	1.626610980562287e-36	-1.38696651347857	0.5704658752438859	-2.431287433074964	0.015045273667904941	2.0	0.020662789773442516
gltT											9.803423691232332e-17	10.0	-7.812362468147747	2.0702524147955335e-16	-7.812362468147747	0.629218141578781	-12.415984142710233	2.1403859714012165e-35	10.0	2.6680505685174884e-34
gltU											9.803423691232332e-17	10.0	-7.812362468147747	2.0702524147955335e-16	-7.812362468147747	0.629218141578781	-12.415984142710233	2.1403859714012165e-35	10.0	2.6680505685174884e-34
gltV											9.803423691232332e-17	10.0	-7.812362468147747	2.0702524147955335e-16	-7.812362468147747	0.629218141578781	-12.415984142710233	2.1403859714012165e-35	10.0	2.6680505685174884e-34
gltW											9.803423691232332e-17	10.0	-7.812362468147747	2.0702524147955335e-16	-7.812362468147747	0.629218141578781	-12.415984142710233	2.1403859714012165e-35	10.0	2.6680505685174884e-34
gltX											4.262390254661549e-31	12.0	-6.5703864286805915	1.4914211514848889e-30	-6.5703864286805915	0.6214919076538131	-10.57195813455461	4.02011781806733e-26	12.0	3.5723324175400283e-25
glxK											5.368121358907998e-35	5.0	-2.6973734798808686	2.1949380043826555e-34	-2.6973734798808686	0.7499237362859981	-3.5968637200892286	0.00032207711496594875	5.0	0.0006156852197698382
glyQ											2.896702540934235e-85	27.0	-6.002100449176139	5.4732432220810015e-84	-6.002100449176139	0.5028895161022059	-11.935226838088008	7.754720260908718e-33	27.0	8.645790601447918e-32
glyS											6.321748100722447e-54	32.0	-6.415011036769114	4.575620097095481e-53	-6.415011036769114	0.49229960433268277	-13.030705245974609	8.184762064713194e-39	32.0	1.1214998401648995e-37
glyV											7.428131320653817e-17	2.0	-8.020015647534965	1.583550560638195e-16	-8.020015647534965	0.40339407686078216	-19.88134211078861	5.903343780264974e-88	2.0	1.2179887454684629e-86
glyX											7.428131320653817e-17	2.0	-5.8044520602625305	1.583550560638195e-16	-5.8044520602625305	1.8121695104116518	-3.2030403485510544	0.0013598492727331924	2.0	0.0023235763764989396
gmd											6.670771848776988e-13	5.0	-1.0490156668872639	1.1902619750054368e-12	-1.0490156668872639	0.3578923545116569	-2.931092697743272	0.003377719745994213	5.0	0.005360748845322381
gmhB											5.127974388247643e-22	4.0	-2.39601369457616	1.3263276695827837e-21	-2.39601369457616	0.4586221239819949	-5.224374423485565	1.7474486922619324e-07	4.0	4.97095150968331e-07
gmk											1.9192240436157016e-25	6.0	-7.907384551971741	5.538596717508336e-25	-7.907384551971741	0.8122682473439444	-9.73494233934207	2.1393899275039415e-22	6.0	1.5547388339552936e-21
gor											1.417687027306147e-11	7.0	-1.1009701256139885	2.407519596986314e-11	-1.1009701256139885	0.13187912304104077	-8.348327621737118	6.923630012929914e-17	7.0	3.800585893947766e-16
gpmM	0.00022098574197724151	2.0	0.4577749875065144	0.0006662678737516083	0.4577749875065144	0.07203871340451434	6.354569173605309	2.0901157707372026e-10	2.0	3.026156826337137e-10	2.6259411322277047e-35	3.0	-2.191786973767067	1.0884058347047768e-34	-2.191786973767067	0.3867862681532569	-5.666661808424419	1.4560632801794855e-08	3.0	4.617727187141655e-08
gpp											2.6149246534079712e-17	11.0	-2.0337809485491274	5.7032682294864e-17	-2.0337809485491274	0.7930693247248545	-2.5644428363872507	0.010334160046160576	11.0	0.014851735214458152
gpsA											9.752229598017947e-10	4.0	-1.0603235755780098	1.5235206378104627e-09	-1.0603235755780098	0.27183829141762317	-3.9005673926527242	9.596750597435804e-05	4.0	0.00019800192324594563
groL											8.23473150735258e-71	13.0	-2.645845383876048	1.0124207572395808e-69	-2.645845383876048	0.38109320560569754	-6.942777632760008	3.844643573219432e-12	13.0	1.5684398213474727e-11
gshB											1.5513074030187492e-06	4.0	-1.002736560242745	2.0535374545860287e-06	-1.002736560242745	0.062216979747895376	-16.11676690681316	1.9452347020831385e-58	4.0	3.3899963982905183e-57
gsiA	2.6183487258266135e-05	3.0	0.432611222508447	0.00011517872810330185	0.432611222508447	0.040631764249563246	10.64711883666477	1.798453600782499e-26	3.0	4.270664155250477e-26	1.4988523116041738e-15	3.0	-1.2052141731509287	2.9794461786594593e-15	-1.2052141731509287	0.33679717499950845	-3.5784568951704765	0.0003456288567880174	3.0	0.000656511955486234
gsk	0.0007519870853708002	3.0	0.3577256520947978	0.0017648676493396333	0.3577256520947978	0.041266161426272055	8.668740675914968	4.3692580524668276e-18	3.0	8.179657516827434e-18	6.398820197037047e-06	3.0	-1.135115100362923	8.2042016097725e-06	-1.135115100362923	0.30060691845068094	-3.7760777636565126	0.000159317270413907	3.0	0.00031774944488107006
gspA	2.5119746394774303e-07	2.0	0.568219980569134	2.930637079390335e-06	0.568219980569134	0.06963286131068205	8.160227367850041	3.3439452449463314e-16	2.0	5.929242119343164e-16	2.3048284618138843e-78	4.0	-2.1641002864685994	3.5665233525482085e-77	-2.1641002864685994	0.7411454793234401	-2.9199399400561865	0.0035009885078269554	4.0	0.005541688158332791
gspD											8.067541707578804e-29	2.0	-3.584332902493406	2.609231957676388e-28	-3.584332902493406	1.0582353510603673	-3.3870848284380712	0.0007063954259658779	2.0	0.0012705208312712934
gspK											5.192607307442765e-19	3.0	-3.1129291200745683	1.2042286972687033e-18	-3.1129291200745683	0.9147224200162146	-3.4031407254884907	0.0006661595992984673	3.0	0.0012017653072771345
gss											5.218892504241489e-10	2.0	-0.7227856262304438	8.268236579976587e-10	-0.7227856262304438	0.20819471772898454	-3.471680905811083	0.0005172107159410251	2.0	0.0009454106263891447
guaA	0.00013134177217940434	2.0	0.4300319909575725	0.00043332019100172334	0.4300319909575725	0.0634445374656459	6.7780774852433465	1.2178553379862046e-11	2.0	1.829055125147192e-11	6.396082852367029e-66	19.0	-3.820065460569671	6.916246216866757e-65	-3.820065460569671	0.2710337271617108	-14.09442839669341	4.1096187928472385e-45	19.0	6.147304777633994e-44
guaB											1.5355711070654804e-104	15.0	-2.85804480871585	5.104352105893588e-103	-2.85804480871585	0.4948856718100267	-5.775161762640355	7.687918938055483e-09	15.0	2.4864530619476742e-08
guaC											1.7601940654898727e-35	2.0	-2.678637887807926	7.347786854777492e-35	-2.678637887807926	0.48585126667835093	-5.513287854781431	3.521914972848879e-08	2.0	1.0733170418104818e-07
gudD	0.0013339472960449017	2.0	0.44467540674214434	0.002767596838443675	0.44467540674214434	0.04366565876734548	10.18364131665606	2.3461425375435454e-24	2.0	5.380754252770809e-24	1.4477848045491867e-08	2.0	-2.7067341720461457	2.1371494442152878e-08	-2.7067341720461457	1.1258163434436728	-2.4042413203620097	0.016206071229167257	2.0	0.02213233120079019
gutQ											9.412535229695253e-16	2.0	-1.3144189943511946	1.8868136101986645e-15	-1.3144189943511946	0.1824441091734604	-7.204502246227631	5.825626252550631e-13	2.0	2.513701712338554e-12
gyrA											6.876874393256399e-195	26.0	-5.395274391215472	6.857771964386243e-193	-5.395274391215472	0.556781146479618	-9.690116889424841	3.3214831353687927e-22	26.0	2.365897709518644e-21
gyrB											2.11335288477748e-150	16.0	-5.446892803474842	1.6493340992067724e-148	-5.446892803474842	0.6053627899480378	-8.997733084886807	2.304262210363558e-19	16.0	1.4361634262508981e-18
hcaE											4.171450554205145e-05	3.0	-1.5280968826257793	5.1321136016437526e-05	-1.5280968826257793	0.16515394649526982	-9.252560505234705	2.1917806007731875e-20	3.0	1.4358562694846247e-19
hcr	0.017457970713282974	3.0	0.36864344544261846	0.020913194083620232	0.36864344544261846	0.041270707590220536	8.93232675104344	4.1714130637069154e-19	3.0	8.052727856796323e-19	0.01336711668643875	3.0	-1.0181329162365345	0.013805508890769595	-1.0181329162365345	0.3152281109323741	-3.229829069574809	0.0012386424741708398	3.0	0.002135795620688432
hda	0.012447178966841279	2.0	0.532337057971537	0.015980827860139123	0.532337057971537	0.1790412358433511	2.9732650998750683	0.002946498429009024	2.0	0.0030645106399900058	1.0585805430515946e-23	4.0	-3.1433145827001927	2.887769110604274e-23	-3.1433145827001927	0.7066434371814839	-4.44823289555707	8.657962620711802e-06	4.0	2.055693505843609e-05
helD											5.940828355894111e-29	4.0	-2.8450420674877934	1.9283520612712348e-28	-2.8450420674877934	0.12031674508378326	-23.646268568075307	1.2894047124497454e-123	4.0	3.5067900891625653e-122
hemA											9.201123881597633e-94	5.0	-6.077031463333858	2.32619962922081e-92	-6.077031463333858	0.47746409047750044	-12.727724627953412	4.147504320713888e-37	5.0	5.5146446338380955e-36
hemB											8.697948837461587e-50	11.0	-2.295646263829721	5.478181811664404e-49	-2.295646263829721	0.3425754355363973	-6.701140904149321	2.0679851125334634e-11	11.0	8.140423853064838e-11
hemC											6.249270879672593e-64	11.0	-3.8786260944804023	6.030882381189411e-63	-3.8786260944804023	0.43385951354072205	-8.939820318395196	3.8980366200532375e-19	11.0	2.3962245660943704e-18
hemD											3.366550426207424e-109	3.0	-2.1974983682348683	1.3136865250092014e-107	-2.1974983682348683	0.363991052566688	-6.037231829571573	1.5678040634279928e-09	3.0	5.360396750196661e-09
hemE											9.937925767867805e-46	14.0	-2.9173857695005903	5.627311278650698e-45	-2.9173857695005903	0.4702249576169982	-6.204234212248733	5.496387865921945e-10	14.0	1.9269562928378693e-09
hemH	0.014836090046986727	3.0	0.5061175733698664	0.01826154814652036	0.5061175733698664	0.09728311602293419	5.202522226472997	1.9660183739475658e-07	3.0	2.4923540016185674e-07	3.1528895855087126e-70	7.0	-4.397258452311191	3.798279735562509e-69	-4.397258452311191	0.37510965938465524	-11.722594559480628	9.763517604186357e-32	7.0	1.024883865468685e-30
hemL											4.00100914844326e-15	7.0	-1.9724684735769562	7.814811122367413e-15	-1.9724684735769562	0.4588845139483468	-4.298398428409337	1.7203670648182334e-05	7.0	3.9129518055569564e-05
hemX	0.0047666188094728015	2.0	0.4534810110766668	0.00757619353132282	0.4534810110766668	0.12425951615725288	3.64946705975241	0.0002627849330132489	2.0	0.00028509686128795874	7.624012651108861e-05	2.0	-1.0284437974051912	9.172320850362202e-05	-1.0284437974051912	0.44707866960250797	-2.3003642699383704	0.02142759131002143	2.0	0.028302079765628013
hemY	0.010896106056934175	4.0	0.5729292627479045	0.014426587789197386	0.5729292627479045	0.05910863523176747	9.692818325130068	3.2347687204662855e-22	4.0	6.907132148475756e-22	8.964713250427225e-35	5.0	-3.391697117411968	3.6242478118281237e-34	-3.391697117411968	1.1030713346519119	-3.074775865227484	0.002106608008939774	5.0	0.0034627851429000866
hepA											3.0778924792213865e-19	4.0	-3.0000317970677646	7.203151238855788e-19	-3.0000317970677646	0.8861965587273157	-3.385289377986492	0.0007110325285197012	4.0	0.0012775809696625262
hflD											2.832520993195227e-52	5.0	-3.9627325162410942	1.9938726207001696e-51	-3.9627325162410942	0.6204501513087298	-6.386866870581643	1.6931891855684752e-10	5.0	6.189968611192287e-10
hflK	1.1332351396052532e-06	2.0	0.46895452423588835	8.771675840213738e-06	0.46895452423588835	0.11314547805623894	4.144704077371918	3.402528192693036e-05	2.0	3.885156305131765e-05	0.0006542212456056442	2.0	-0.8545124900125874	0.0007409004011748462	-0.8545124900125874	0.26798452286738655	-3.1886635872454736	0.0014293211117387746	2.0	0.002436497051824407
hflX											6.276303434548084e-16	4.0	-2.215407332359905	1.265838726406046e-15	-2.215407332359905	0.5533526500538479	-4.003608426099195	6.23835896393833e-05	4.0	0.00013283338481932743
higA											6.766622296050341e-20	2.0	-3.998815718239819	1.6369389516725555e-19	-3.998815718239819	0.1796062663790898	-22.26434410589903	8.191244936978568e-110	2.0	2.0421228697050735e-108
hipB											1.685715433140413e-32	2.0	-2.397404595034166	6.175222862218452e-32	-2.397404595034166	0.46300450666368925	-5.177929286929293	2.2436223478595415e-07	2.0	6.302507221295582e-07
hisS											4.818164513202502e-72	14.0	-5.732707122253548	6.133762624963469e-71	-5.732707122253548	0.706664031290004	-8.112351652861944	4.964936811392513e-16	14.0	2.5982686811806295e-15
hofB	0.0034876104708654594	4.0	0.41208431272149737	0.006024734826280461	0.41208431272149737	0.0763721301235002	5.3957420338430016	6.82409332786861e-08	4.0	9.005565785138084e-08	2.6910876299629575e-38	3.0	-1.8338258777918688	1.2046140388487553e-37	-1.8338258777918688	0.7643953730958808	-2.3990541313256295	0.01643748453422038	3.0	0.022420429132922172
hokB											8.5595530454498e-06	2.0	-2.602267103818309	1.0927736640528018e-05	-2.602267103818309	1.0190645616907863	-2.553584141421564	0.010662051396993867	2.0	0.015274048090665597
holA											7.131796341940853e-27	8.0	-6.213923341408771	2.1697583786074292e-26	-6.213923341408771	0.7764281780118665	-8.003217190442824	1.212098708079664e-15	8.0	6.198624447301985e-15
