gene	gene_pval_positive	ngrna_lfc_positive	fdr_gene_positive	gene_lfc_positive	gene_pval_negative	ngrna_lfc_negative	fdr_gene_negative	gene_lfc_negative
hemN	0.02175654512827452	7.0	0.1020622543697782	0.3334738543878575	0.9868147903453798	18.0	0.9995334312006408	
hemX	0.05517545805886345	13.0	0.198020757906196	0.4534810110766668	0.0006478558306952147	17.0	0.0012837562171332108	-1.0284437974051912
hemY	0.040252104353870374	15.0	0.15853073995273065	0.5729292627479045	2.3308254451110785e-34	13.0	1.917260764684537e-33	-3.391697117411968
hepA	0.03687884377009337	27.0	0.1485430188004261	0.5479138562442466	2.0006301114939014e-18	26.0	8.930902733668843e-18	-3.0000317970677646
hflC	0.0003590005353065746	11.0	0.004324626818831978	0.38219336700712825	0.9384257273006418	7.0	0.9995334312006408	
hflD	0.7863447407563945	3.0	0.9994630414401307		5.0985377877514084e-52	9.0	7.502403937309757e-51	-3.9627325162410942
hflK	1.1332293606242498e-05	20.0	0.0002713493370868986	0.46895452423588835	0.005872606512469932	18.0	0.010467413940799928	-0.8545124900125874
hflX	0.14602797940717804	14.0	0.38824741391431605	0.4230042554241716	2.510521373819231e-15	16.0	9.637006201143772e-15	-2.215407332359905
hfq					2.382187878835416e-15	3.0	9.153222865196428e-15	-1.9018877174707514
hha					7.645658601952798e-07	4.0	1.879715447126143e-06	-1.128772643802188
hicB					0.3295165074160726	4.0	0.45348348726278137	
higA	0.8500720763992481	2.0	0.9994630414401307		2.1444868603493273e-19	5.0	1.0035390219279008e-18	-3.998815718239819
higB	0.9512096022886742	2.0	0.9994630414401307		0.9740638656193629	3.0	0.9995334312006408	
hinT					0.9322824307242005	3.0	0.9995334312006408	
hipA	0.8553163159874315	12.0	0.9994630414401307		0.28938956401187277	13.0	0.4049822958151358	-0.35313379392078303
hipB					1.685715433140413e-32	2.0	1.2732599649936999e-31	-2.397404595034166
hisA	0.7909729279891988	8.0	0.9994630414401307		3.9000537146768297e-50	8.0	5.182245287093995e-49	-4.86706960377837
hisB	0.9082373368461703	8.0	0.9994630414401307		8.82015146034601e-22	6.0	4.475410185434827e-21	-5.297271574039174
hisC	0.0559922678522388	16.0	0.19939582247015333	0.4228877125542822	0.7811623899028046	9.0	0.9424713559319292	
hisD	0.3649408032364266	12.0	0.7363752729492853	0.3841120204244534	0.9729295962249862	16.0	0.9995334312006408	
hisF	0.25222509833498297	9.0	0.5777198115031916	0.49061812753340867	0.0018709599422647664	10.0	0.0035413643880981022	-1.02418892541188
hisG	0.3671877187981154	7.0	0.7394910559695791		0.9949636831843027	7.0	0.9995334312006408	
hisH	0.24807017776256912	9.0	0.571557204136545	0.3727526725398568				
hisI	0.002546502738185176	5.0	0.020242362906592145	0.5859824769537141	0.09340116072076603	5.0	0.14305428355574534	-0.690044084656644
hisJ	0.7588154453384314	3.0	0.9994630414401307		9.455064531738655e-18	5.0	4.100979408798873e-17	-3.1306372975997863
hisM	0.5583567376141843	8.0	0.9524765502220984		0.05845683572860212	5.0	0.09230882684806686	-7.734192926390498
hisP	0.04153534482510948	8.0	0.16243732550340914	0.38266913698034527	0.9832453785009374	11.0	0.9995334312006408	
hisQ	0.992019920723262	6.0	0.9994630414401307		0.2938336865960935	5.0	0.41004609653891094	
hisS	0.9039628625600629	6.0	0.9994630414401307		6.194782945546074e-72	18.0	1.709157822406566e-70	-5.732707122253548
hlyE	0.010915100397120372	6.0	0.061217074863750054	0.36489175014160286	0.7702220456032841	11.0	0.9337532299327352	
hmp	0.06422391473712938	14.0	0.2194973198064938	0.41853893957204974	0.17830151969225522	10.0	0.25891518192153873	-1.0909608397494377
hns					0.00383512119738052	3.0	0.006992628048275725	-0.7790881736846375
hofB	0.013015949108173835	15.0	0.06949555317264361	0.41208431272149737	1.7043554989765395e-37	19.0	1.538955544871316e-36	-1.8338258777918692
hofC	0.9622631581334077	13.0	0.9994630414401307		0.9600729454508639	9.0	0.9995334312006408	
hofM	0.032434040609196454	6.0	0.13510145197192505	0.42654161919725125	0.4196155423928678	6.0	0.5606275320982774	
hofN	0.752235726812152	5.0	0.9994630414401307		0.6683355695375175	5.0	0.837266124673859	
hofO	0.9920760473978835	4.0	0.9994630414401307		0.5973335901500851	4.0	0.761375153566342	
hofP	0.9662858920699987	4.0	0.9994630414401307		0.9894781585425485	2.0	0.9995334312006408	
hofQ	0.005218587780046971	23.0	0.03560865053413169	0.37021804899783595	8.000645007444305e-15	13.0	2.9879716817227525e-14	-1.3153444773596072
hokB					2.1398745240167344e-05	5.0	4.778932818391504e-05	-2.602267103818309
hokD					0.009027452877282481	3.0	0.015751458182452042	-1.59123416957143
hokE	0.7571002847583505	2.0	0.9994630414401307					
holA	0.9637735100470808	2.0	0.9994630414401307		1.1589169055653887e-26	13.0	7.072775523519645e-26	-6.213923341408771
holB	0.263179488906769	8.0	0.5951271988430588	0.3477732028394381	6.79833634846071e-14	11.0	2.44653897757558e-13	-5.37107814056312
holC	0.3815368603889355	2.0	0.7624876426513134		2.4959572570786435e-65	12.0	5.634339876348551e-64	-2.8158591367166004
holD	0.7070431644781003	6.0	0.9994630414401307		6.29982693968608e-20	4.0	3.015567762816e-19	-3.192649710612309
holE	0.8909905923166102	4.0	0.9994630414401307					
hpf					0.00015863244529347665	4.0	0.0003311124050447157	-1.4259651233897523
hpt	0.4294695304020233	3.0	0.8188664275325338		7.334024775169163e-13	5.0	2.4946986671016343e-12	-0.8306941847123845
hrpA	3.7078559120766297e-09	12.0	6.891315059445279e-07	0.4253284256976653	1.0952770397975794e-92	60.0	5.961007779610662e-91	-1.3337692569812756
hrpB	0.27040824629732574	25.0	0.6051624915702193	0.42284269181665496	0.0006237205047895612	24.0	0.0012377829997646985	-1.511356735112571
hscA	0.07027638474471032	11.0	0.23225125288620185	0.3654726189105266	9.357593806736452e-49	24.0	1.2110006577903558e-47	-2.7101270977180487
hscB	0.35598263351675996	3.0	0.7277981201926633		9.90373531722704e-06	8.0	2.2522919527958227e-05	-1.6170359570553325
hscC	5.316988335097162e-05	30.0	0.0009141940736512874	0.6750695428692703	1.0336271518394155e-16	10.0	4.309129773618046e-16	-4.248181531853
hsdM	0.8929790359406086	9.0	0.9994630414401307		0.1029543374039791	19.0	0.1561838851369937	-1.0342458040742004
hsdR	0.17490796778606	48.0	0.4456043069640941	0.5769503703463947	1.94256200235087e-09	34.0	5.576444245187865e-09	-3.412123878444107
hsdS	0.0025794552104012776	8.0	0.020389018687331437	0.711601762766997	5.988746944267839e-05	12.0	0.00012973441444697996	-1.5409092848385888
hslJ	0.916001132188366	5.0	0.9994630414401307		0.11253659267379033	3.0	0.16891117593236457	-0.3331177236602783
hslO	0.8900076163838219	4.0	0.9994630414401307		1.3594073276264616e-10	18.0	4.1228437501220856e-10	-0.673205928757499
hslR					0.2919056655253154	5.0	0.4080722058874307	
hslU	0.0011458293901041657	14.0	0.010961206150922937	0.32442483398358646	0.004503696180361649	9.0	0.008136964495032666	-0.7764907142414567
hslV	0.001038794993914306	5.0	0.010060587745031106	0.34261407509154	3.639758883425443e-16	5.0	1.460683034732251e-15	-2.853544290739624
hspQ	0.7826235240382614	3.0	0.9994630414401307		4.417617083466365e-06	5.0	1.0257856617540544e-05	-1.3973820087466722
hsrA	0.7804902363740188	16.0	0.9994630414401307		0.05657960928211394	8.0	0.08945116899237512	-3.7324875230808052
htgA	0.5372202348927779	4.0	0.9331422237590175		0.9869716388771911	5.0	0.9995334312006408	
htpG	0.38004111722616873	14.0	0.7610571988372173	0.3127829000507494	2.1159370127572756e-36	20.0	1.8681372781521457e-35	-2.819138594418181
htpX	0.06465751036975878	4.0	0.2204002296708895	0.4343335626527629	2.5520624779358782e-15	11.0	9.78701180003788e-15	-2.255388537997841
htrE	0.019800254636258077	18.0	0.09459044534310315	0.4359997176941548	1.1087500943969155e-05	14.0	2.512871719930944e-05	-1.5946639466515464
htrL	0.9831390213582543	13.0	0.9994630414401307		0.9821159565605537	6.0	0.9995334312006408	
hupA	0.8823613352100665	5.0	0.9994630414401307		0.7648452564374393	3.0	0.9304134120716309	
hupB					6.079702062687298e-21	3.0	3.01180253055569e-20	-1.1218143518600285
hyaA	0.08345218392810916	18.0	0.26171970216687984	0.4813254505002887	0.005009963538249915	15.0	0.009006599609713535	-1.2696629064450888
hyaB	0.007951415885839806	21.0	0.04834014984802611	0.4284612700912462	1.2362810923941068e-10	16.0	3.758029671064871e-10	-5.354976501410913
hyaC	0.012132490933848583	10.0	0.0662893880523153	0.47013775119635304				
hyaD	0.004480310578129717	9.0	0.031450813284964546	0.4498411968594116	1.3056889665679913e-15	8.0	5.100788853662369e-15	-1.8863810483579486
hyaE	0.00020361229594476784	4.0	0.0027403406588704443	0.5270717646075413	1.3536734101921379e-05	4.0	3.0557638969848656e-05	-4.613605084803575
hyaF	0.00026753243129038824	7.0	0.003480596931087951	0.5072941577425717	9.774122539297398e-20	7.0	4.650609442949528e-19	-3.3909104741743694
hybA	0.0007178700463391985	12.0	0.007531846211994334	0.3840432841565726	0.9692624778936616	7.0	0.9995334312006408	
hybB	0.09106869502055019	7.0	0.27855332255291076	0.2816777331592936	1.8524875133020422e-35	12.0	1.5930590671751112e-34	-2.80334339870927
hybC	1.0708407222891433e-06	18.0	4.804013033441984e-05	0.3758937807435154	1.1089857562220606e-06	16.0	2.6767924723391534e-06	-2.0795066924903107
hybD	0.428866710437134	6.0	0.8185167583550778		0.9689044947427924	3.0	0.9995334312006408	
hybE	0.5214842100777403	8.0	0.9184255706906882		0.024121208194138297	4.0	0.040033771720125094	-2.0152131537833045
hybF	0.7707938748656046	3.0	0.9994630414401307					
hybG	0.8818609822020133	3.0	0.9994630414401307					
hybO	0.7153738584318431	20.0	0.9994630414401307		1.868167937113733e-06	9.0	4.431182814419619e-06	-1.1339328691941881
hycA	0.728497152748433	4.0	0.9994630414401307		0.8182530716353833	2.0	0.9730378490294457	
hycB	0.9307057647190508	11.0	0.9994630414401307		1.4655058946446734e-08	4.0	4.018257363301096e-08	-1.9667097688445527
hycC	0.0044427418236609615	27.0	0.031243281689637355	0.43175907055450174	4.612495505485193e-16	13.0	1.8454627032520315e-15	-3.9067544369544738
hycD	0.926735177829398	10.0	0.9994630414401307		0.0028663028953312642	11.0	0.005271630703612839	-0.8491419327978693
hycE	0.013322997409565366	22.0	0.0706517104477359	0.4976713990277284	4.880984526812979e-09	17.0	1.368535746296963e-08	-4.262514577499796
hycF	0.26487057487739774	8.0	0.5979120033235878	0.33947774479499626				
hycG	0.709482894015799	12.0	0.9994630414401307		5.43508517474334e-18	6.0	2.375532827200802e-17	-1.6583437841817523
hycH	0.019453038181788687	5.0	0.09355206458102507	0.4172791833356799	0.01061625471346678	2.0	0.018306588531511944	-1.41942072569568
hycI	0.9843600156523361	2.0	0.9994630414401307		0.0002577903820552791	5.0	0.0005282110303793831	-0.9272253724046073
hydN	0.9538885361200513	5.0	0.9994630414401307		0.9108912871021386	6.0	0.9995334312006408	
hyfA	0.9872179878197708	7.0	0.9994630414401307		0.8956499462426118	7.0	0.9995334312006408	
hyfB	1.3101975930069704e-05	22.0	0.0003043869765182265	0.4388784792680771	1.4214320831358676e-06	14.0	3.40612163226707e-06	-1.0905884627706037
hyfC	3.516986303638129e-05	21.0	0.0006695998801512008	0.47225942955891825	0.4002461254118206	9.0	0.5372222487368795	
hyfD	0.0001727764333131118	13.0	0.002470133403740203	0.48835112515753165	3.98005583156454e-08	17.0	1.0648324457108363e-07	-0.6039924812528258
hyfE	0.672832096305108	6.0	0.9994630414401307		0.3650202922796048	3.0	0.49495754990678154	
hyfF	0.01823461882477037	20.0	0.08907348845191335	0.3980101670635794	0.0846503249027134	16.0	0.13030443271541278	-4.436017303857494
hyfG	0.004139916539428483	23.0	0.02981000697074825	0.40957470841040927	0.9942630101141466	16.0	0.9995334312006408	
hyfH	7.000726391374435e-09	4.0	9.758512537690864e-07	0.4129854355106073	0.7647235576978147	3.0	0.9304134120716309	
hyfI	0.403380464086482	9.0	0.789565672682818		1.174645520167207e-39	9.0	1.1382601589327594e-38	-4.52771004520255
hyfJ	0.8043827228109843	3.0	0.9994630414401307		0.1001410281183315	7.0	0.15220363608038678	-1.0611892611426677
hyfR	0.21652432820734727	17.0	0.5200581249189393	0.3064073012845658	3.129264570761127e-11	14.0	9.789423731995242e-11	-3.27568003208275
hyi	0.00012349013115767332	8.0	0.0018466742601854365	0.5681281072743971	2.3755418476070554e-07	7.0	6.05778418520079e-07	-3.771798293660186
hypA	0.004643502508835461	5.0	0.03219110176196235	0.48852572513970016	3.862471842255223e-07	3.0	9.72471522768061e-07	-2.281035431704526
hypB	0.9839204838795055	6.0	0.9994630414401307		4.551180686653985e-10	13.0	1.3443747857305786e-09	-2.1207635913586373
hypC				0.5309884605688037	1.2689663079922956e-06	3.0	3.049971652542886e-06	-1.189993124333919
hypD	0.0018524867947063285	13.0	0.016175069261160628	0.5000165954013536	0.0015837279247074424	9.0	0.0030250726177224367	-0.8186710730762168
hypE	0.5528751093723548	16.0	0.9475133306273513	0.2614139750700185	1.5836060385386794e-51	11.0	2.279589417070353e-50	-3.2692519281546617
hypF	0.4080680150513655	30.0	0.793962842844207	0.4017556417668215	0.01945494041901772	22.0	0.032696479815887226	-0.5601311573093313
hypT	0.6910794396713033	8.0	0.9994630414401307		0.16867394068003158	8.0	0.24583329652302474	-5.036119527832442
hyuA	0.009431399738909205	23.0	0.05530610624650247	0.4039163998035824	0.06271047112656317	5.0	0.09847774774143694	-4.224565896729524
iaaA	0.12271754254899975	16.0	0.3413874330497121	0.3398280445391885	3.2506372104122373e-21	11.0	1.6245008348387194e-20	-0.9243809774005949
iadA	0.003279201193996976	20.0	0.024612927423404225	0.5617758104967939	0.830276035247852	9.0	0.9832151082085592	
iap	0.0001952652495994789	14.0	0.0026900230985054986	0.40887754497791273	0.0035346210563676574	5.0	0.006456574462964921	-0.5849316217653769
ibaG					3.235744308508691e-29	4.0	2.1426020229508384e-28	-6.5685039053563585
ibpA	0.23463094314598937	6.0	0.5480338546372211	0.3355994963828491	0.004771108877699026	6.0	0.00859275411201189	-1.6184430656808728
ibpB	1.1404860323716365e-05	7.0	0.00027142176733820105	0.43862606214265126	0.5093709531774367	3.0	0.6622155749260328	
icd	0.9184722436642185	7.0	0.9994630414401307		3.8344765946474836e-39	18.0	3.6445874427115915e-38	-3.047569506954674
iclR	0.5277631808713232	10.0	0.9221332789872944		0.0003823425712468579	7.0	0.0007691377395259576	-1.4408896042546342
idi					0.9134990932311395	8.0	0.9995334312006408	
idnD	0.4999040858174677	12.0	0.900796697574135		0.991586735617336	7.0	0.9995334312006408	
idnK	0.8651532173259252	7.0	0.9994630414401307		0.8667807022650528	2.0	0.9995334312006408	
idnO	0.17818402964311916	8.0	0.45013091760329715	0.34289261614563893	0.027174059335539867	9.0	0.04472350362058819	-0.8580524750919485
idnR	0.9308830575107001	6.0	0.9994630414401307		0.6886903304052266	8.0	0.8569266153147402	
idnT	0.9353548433713202	16.0	0.9994630414401307		1.0270578303708168e-40	6.0	1.0462822461700654e-39	-5.0901221323946055
ihfA	0.9663966119767826	5.0	0.9994630414401307		1.1600166629950852e-23	8.0	6.313350961752704e-23	-1.758000834251296
ihfB					1.2812174011361158e-05	6.0	2.8971409986987977e-05	-0.7258057851921088
ileS	0.7307827783780423	8.0	0.9994630414401307		7.590321081183645e-107	50.0	6.154356256233188e-105	-5.472739351343748
ileT	0.984905038547427	3.0	0.9994630414401307		1.109340759262178e-136	6.0	1.5197968401891838e-134	-6.076224861940536
ileU	0.984905038547427	3.0	0.9994630414401307		1.109340759262178e-136	6.0	1.5197968401891838e-134	-6.076224861940536
ileV	0.984905038547427	3.0	0.9994630414401307		1.109340759262178e-136	6.0	1.5197968401891838e-134	-6.076224861940536
ileX								-3.8176534526760886
ilvA	0.0003144411457090533	26.0	0.003920970580518962	0.46883698694345305	5.898091201152923e-28	8.0	3.75530710611868e-27	-3.2422967694762974
ilvB	0.00542363393731342	16.0	0.03637189563115855	0.466680599652828	1.8204128828932149e-22	22.0	9.405072020461303e-22	-1.5151889441576267
ilvC	0.00020928256902133199	13.0	0.002806975487595391	0.38385636386746663	0.006188310550461943	12.0	0.010985772036186461	-1.203301789493823
ilvD	1.2509860966678424e-06	22.0	5.194253973717648e-05	0.6325072098426148	8.005002120132419e-82	22.0	2.9723246189987015e-80	-2.5633420583842703
ilvE	0.9762836182596288	9.0	0.9994630414401307		0.7663835060173767	12.0	0.9317140971257765	
ilvH	0.010512764328885997	4.0	0.059638545313433204	0.394939556966576	0.0018399457311636589	3.0	0.003484320490902391	-0.8259027313345205
ilvI	0.3955777789555175	16.0	0.7821378273877329	0.40347351139894183	0.002150923008851941	20.0	0.004042392201593549	-0.666711912828291
ilvM	0.7377130961861114	3.0	0.9994630414401307		0.9740638656193629	3.0	0.9995334312006408	
ilvN					0.9604429942766459	3.0	0.9995334312006408	
ilvY	0.42692558699631344	18.0	0.8156096750105783	0.32255121777142165	0.9235682373118668	3.0	0.9995334312006408	
inaA	0.03518931385530006	7.0	0.1440021833908416	0.49637302568778435	0.28022142267862116	5.0	0.39284393518072047	
infA					0.0022748808015619253	4.0	0.004255226659418799	-8.8847879220298
infB	0.6649984279679615	6.0	0.9994630414401307		2.1994020940717745e-74	40.0	6.826737906052469e-73	-4.984741463977051
infC					1.248788490089377e-67	10.0	3.0438261786043527e-66	-5.637402752002718
insA-4	0.528829703366491	14.0	0.9221332789872944		0.00017023198160232906	9.0	0.0003533603254472588	-2.158460011883897
insA-7	0.22851794875526996	8.0	0.5389157425932439	0.4694021615044189				
insAB-1	4.44068456391753e-05	34.0	0.0008099061613537438	0.3634696894661213	0.0003593446404103462	19.0	0.000724708759568683	-1.7148427131026966
insAB-2	4.9631050773610386e-05	38.0	0.0008725675277900961	0.3634696894661213	0.00034043498427709784	18.0	0.0006904278675512556	-1.7148427131026966
insAB-3	4.9631050773610386e-05	38.0	0.0008725675277900961	0.3634696894661213	0.00034043498427709784	18.0	0.0006904278675512556	-1.7148427131026966
insAB-4	3.004014078604384e-05	23.0	0.0005951607588219752	0.3634696894661213	0.2880018876037035	9.0	0.4031823465290747	-0.8276081155402966
insAB-5	4.44068456391753e-05	34.0	0.0008099061613537438	0.3634696894661213	0.0003593446404103462	19.0	0.000724708759568683	-1.7148427131026966
insAB-6	4.44068456391753e-05	34.0	0.0008099061613537438	0.3634696894661213	0.0003593446404103462	19.0	0.000724708759568683	-1.7148427131026966
insCD-1	0.0019038410220047982	53.0	0.016199544774491943	0.347137108285551	1.4392772413710926e-15	46.0	5.5896857086679866e-15	-1.770747602967618
insCD-2	0.0019038410220047982	53.0	0.016199544774491943	0.347137108285551	1.4392772413710926e-15	46.0	5.5896857086679866e-15	-1.770747602967618
insCD-3	0.0019038410220047982	53.0	0.016199544774491943	0.347137108285551	1.4392772413710926e-15	46.0	5.5896857086679866e-15	-1.770747602967618
insCD-4	0.0019038410220047982	53.0	0.016199544774491943	0.347137108285551	1.4392772413710926e-15	46.0	5.5896857086679866e-15	-1.770747602967618
insCD-5	0.0019038410220047982	53.0	0.016199544774491943	0.347137108285551	1.4392772413710926e-15	46.0	5.5896857086679866e-15	-1.770747602967618
insCD-6	0.0019038410220047982	53.0	0.016199544774491943	0.347137108285551	1.4392772413710926e-15	46.0	5.5896857086679866e-15	-1.770747602967618
insD	0.0018518732860621793	24.0	0.016175069261160628	0.3847960573860294	0.0006275062322943077	16.0	0.0012446741192737316	-1.157504782113646
insEF-1	0.0001971167323014534	54.0	0.0026900230985054986	0.4346199812813989	0.0001469688849510664	29.0	0.00030764350890968747	-2.1280078625247003
insEF-2	0.0001971167323014534	54.0	0.0026900230985054986	0.4346199812813989	0.0001469688849510664	29.0	0.00030764350890968747	-2.1280078625247003
insEF-3	0.0001971167323014534	54.0	0.0026900230985054986	0.4346199812813989	0.0001469688849510664	29.0	0.00030764350890968747	-2.1280078625247003
insEF-4	0.0001971167323014534	54.0	0.0026900230985054986	0.4346199812813989	0.0001469688849510664	29.0	0.00030764350890968747	-2.1280078625247003
insEF-5	0.0001971167323014534	54.0	0.0026900230985054986	0.4346199812813989	0.0001469688849510664	29.0	0.00030764350890968747	-2.1280078625247003
insG	0.121114196766357	14.0	0.3391909922947467	0.406700233162093	2.7801826615590614e-11	8.0	8.724854434734717e-11	-2.521298785976123
insH-1	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-10	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-11	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-2	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-3	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-4	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-5	7.026403022220177e-05	29.0	0.001152271050240561	0.37105249900044057	1.37424705705061e-17	26.0	5.908964889244669e-17	-1.0667119722107392
insH-6	4.4204183923589775e-06	70.0	0.00012236094315870276	0.38303456182625617	2.0028571151621587e-29	51.0	1.3555964767528545e-28	-1.1462531388848622
insH-7	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-8	4.357269695760873e-06	69.0	0.00012147445444681919	0.38303456182625617	2.3955741965665037e-29	61.0	1.5942405834101705e-28	-1.7709998968214447
insH-9	4.2309722906013365e-06	67.0	0.00012147445444681919	0.38303456182625617	2.356302488426069e-29	60.0	1.589404038457856e-28	-1.2464261053634849
insI-1	0.0006044525383229908	24.0	0.006553272936318425	0.39007466644940764	2.1171970764440094e-06	14.0	5.0009655081522295e-06	-3.351135134244539
insI-2	0.0006296301303399313	25.0	0.006751226370100967	0.39007466644940764	2.4196534357297922e-06	16.0	5.688333195357671e-06	-3.351135134244539
insI-3	0.0006296301303399313	25.0	0.006751226370100967	0.39007466644940764	2.4196534357297922e-06	16.0	5.688333195357671e-06	-3.351135134244539
