gene	gene_pval_positive	ngrna_lfc_positive	fdr_gene_positive	gene_lfc_positive	gene_pval_negative	ngrna_lfc_negative	fdr_gene_negative	gene_lfc_negative
yccE	0.9762245522799602	7.0	0.9994630414401307					
yccF	0.2840746093082971	6.0	0.6267626908594028		0.9371360322574843	2.0	0.9995334312006408	
yccM	0.8265011924853747	18.0	0.9994630414401307		0.07412742089503087	8.0	0.11495247588444873	-0.5004108232617336
yccS	7.0620207080830715e-06	20.0	0.00018253686638177634	0.5240947614645249	0.9880920640320922	14.0	0.9995334312006408	
yccT	0.9826141152202096	8.0	0.9994630414401307		0.0005291703609937987	6.0	0.0010543600021205425	-6.836235095312859
yccU	0.9691313542504726	8.0	0.9994630414401307		0.00044443249558769635	7.0	0.0008890887739022747	-0.4819159196529681
yccX	0.9598415191898507	3.0	0.9994630414401307		0.00010188656403650024	8.0	0.00021798347814594262	-1.723379326529737
ycdT	0.89033085253517	3.0	0.9994630414401307		4.563407308014621e-05	7.0	9.994717328964767e-05	-0.882985177529761
ycdU	0.4540434876981577	4.0	0.8511679790998604		0.3891620091253873	4.0	0.5235830214206447	
ycdX	0.021733699259694733	5.0	0.1020622543697782	0.3897360296631316	0.5317707947106054	8.0	0.6881841587574057	
ycdY	0.6951803824918428	4.0	0.9994630414401307		0.5239517817551246	3.0	0.6793930903763414	
ycdZ	0.21298024221396253	4.0	0.5134415598277305		1.3212080432211936e-12	9.0	4.440913329710492e-12	-3.805196694188918
yceA	0.991605692029956	6.0	0.9994630414401307		2.0753638250789878e-08	9.0	5.647548271944396e-08	-1.4340364895825908
yceB	0.006541522114142905	5.0	0.041726717008031655	0.569629629587895	0.8646546974978656	2.0	0.9995334312006408	
yceD	0.2532496392223621	2.0	0.5793864841060253		3.098870176331004e-07	4.0	7.851920414899922e-07	-3.541994658593221
yceF	0.8615084882371347	9.0	0.9994630414401307					
yceH	0.9725907859371539	4.0	0.9994630414401307		0.8437688489565496	7.0	0.9920935513336986	
yceI	0.0019540905812728228	7.0	0.016437102454111695	0.3068887204067062	0.29084614972583633	8.0	0.40673416151381475	-0.28584313034562336
yceJ	0.9848484585940608	7.0	0.9994630414401307		1.1804710401801704e-17	3.0	5.1033856829551877e-17	-4.77538667748716
yceK	0.17807517169481363	3.0	0.45013091760329715		0.8526371685205523	3.0	0.9980773729660278	
yceM	0.04374922783529993	8.0	0.16939805182656312	0.4761625106572556	0.0052049268217809995	8.0	0.009327548156488908	-0.9418120470803965
yceQ					1.0392638082779815e-64	7.0	2.231889248804552e-63	-5.4944434413720025
ycfH	0.9955921872329322	2.0	0.9994630414401307		0.654056056439364	9.0	0.8215506519865928	
ycfJ	0.7797672719288248	5.0	0.9994630414401307		0.3295260074824188	4.0	0.45348348726278137	
ycfK	0.07978112395136136	7.0	0.2531551279339588	0.533076590829448	2.2866193462244897e-10	13.0	6.856406537773508e-10	-2.006068852914622
ycfL	0.7557506761564818	5.0	0.9994630414401307		0.028747115070539453	7.0	0.047136726444594816	-0.6871926308424696
ycfP	0.14360457235866175	2.0	0.38383727882407365		0.951184854752764	2.0	0.9995334312006408	
ycfT	0.9970446827201301	9.0	0.9994630414401307		0.10981888391449961	8.0	0.1655729487010209	-0.8154899012230998
ycfZ	0.08200895720530364	11.0	0.2587558285952305	0.2826640266165526	0.9258363937072884	9.0	0.9995334312006408	
ycgB	0.7036559874177815	10.0	0.9994630414401307		0.9909310073746305	9.0	0.9995334312006408	
ycgG	0.9888861490801162	12.0	0.9994630414401307		6.835502206339094e-07	10.0	1.6920529760613842e-06	-1.4115158940588783
ycgI	0.7036277540698002	4.0	0.9994630414401307		9.954450648734875e-06	4.0	2.262530459234763e-05	-1.5217888156645931
ycgJ					0.37345631355215425	2.0	0.5043310447799826	
ycgL	0.46489179614854703	3.0	0.8648582842553761		0.8861205618670684	4.0	0.9995334312006408	
ycgM	8.202293655183361e-06	11.0	0.00020521507779602986	0.4398293196960245	0.5791119719913057	4.0	0.7410022108603728	
ycgN	0.12158037361525764	2.0	0.3391909922947467		0.1683083104935167	4.0	0.24548051306561738	-0.7274972536669314
ycgR	0.9828124822499069	5.0	0.9994630414401307		1.8458363952797707e-12	10.0	6.152271810777289e-12	-3.6849735529695535
ycgV	0.8968304794755856	31.0	0.9994630414401307		1.5444445208844097e-06	27.0	3.683120096923025e-06	-2.0455980832915435
ycgX					0.9882019182653665	2.0	0.9995334312006408	
ycgY	0.3641618796189474	5.0	0.7360558343618601		0.9165709197078369	3.0	0.9995334312006408	
ycgZ	0.9604429942766459	2.0	0.9994630414401307		0.7556518029138898	3.0	0.9217699149453129	
ychA	0.9006237763635294	5.0	0.9994630414401307		9.469041706475262e-33	5.0	7.234712057658887e-32	-3.0379357327600895
ychE	0.358851839004588	6.0	0.7302391697783666		3.0542994326948e-33	5.0	2.40768485041596e-32	-2.21144745566547
ychF	0.8118736005154853	4.0	0.9994630414401307		5.384789883824861e-15	17.0	2.029769469491098e-14	-1.198971581025973
ychH	0.29260858287432223	3.0	0.6404281079072265		0.9561690412745102	3.0	0.9995334312006408	
ychJ	0.9922218598280437	5.0	0.9994630414401307		0.03919145636488102	4.0	0.06332153563955766	-0.8003581717011006
ychN	0.774861321268851	3.0	0.9994630414401307		0.9720938580107649	2.0	0.9995334312006408	
ychO	0.018435976575329065	13.0	0.08972022016647051	0.40961924474748473	3.5811375623884732e-12	19.0	1.1758561599478846e-11	-1.865779639994963
ychQ	0.04709885297955835	2.0	0.17734491941582176	0.2296889693993039	0.00036482141630075237	3.0	0.0007353807645676759	-0.6291344769728543
ychS	0.8994250939302413	10.0	0.9994630414401307					
yciA	0.27130690213664405	7.0	0.6064781437796802	0.6799049835494604	0.09917747732960358	2.0	0.15091233911547877	
yciB	0.8968145928409393	8.0	0.9994630414401307		0.29954260049396875	2.0	0.4166956413734376	
yciC	2.1515909690140283e-05	12.0	0.0004514870726914921	0.4459944485717406	0.9505540218398919	5.0	0.9995334312006408	
yciE	0.8005688444453402	5.0	0.9994630414401307		0.8241209370189236	3.0	0.9779666913907359	
yciF	0.24328830296847273	4.0	0.5635336774397324		0.3705926538138779	2.0	0.501145205446745	
yciG	0.1150099951778901	2.0	0.327345392797409		0.010130463809929931	2.0	0.0175221300465179	-1.3060019512420746
yciH					0.811675616667513	6.0	0.9678232968247387	
yciI					0.9590251470374317	4.0	0.9995334312006408	
yciK	0.05352697339577944	8.0	0.19415669751583758	0.44896999499305845	0.0027737954185896242	9.0	0.005109081686627991	-0.7476196859990649
yciN	0.8242678289313813	4.0	0.9994630414401307					-0.546907494279863
yciO	0.9964931636778511	7.0	0.9994630414401307		0.9187202622303299	5.0	0.9995334312006408	
yciQ	0.9565228364020203	17.0	0.9994630414401307		1.0256573102589742e-16	23.0	4.2803954765324627e-16	-2.9568262967708483
yciT	0.9955040998251328	6.0	0.9994630414401307		5.12677156414603e-05	5.0	0.00011160911465398453	-1.3275385709750707
yciU					0.15146171300275696	3.0	0.22320377810087294	
yciV	3.5313518866306217e-07	11.0	2.2594862972982486e-05	0.4130357791954996	7.17577968684487e-08	10.0	1.8842942958251599e-07	-4.536676540181822
yciW	0.4684390599957421	11.0	0.8687813221842133		4.313310947219159e-16	8.0	1.7274984267441248e-15	-3.9143356235367097
yciZ	0.9848677232926927	2.0	0.9994630414401307					
ycjD	0.9584984114437224	2.0	0.9994630414401307					
ycjF	0.0002462320632720692	13.0	0.003235837518353152	0.46922526897358524	1.1294986551146144e-05	13.0	2.558436805456307e-05	-2.355426308684029
ycjG	0.03589102613864486	14.0	0.1460716110731292	0.44716627001380216	0.31445048736497133	7.0	0.4354519994078184	
ycjM	0.14377917028972473	14.0	0.38383727882407365	0.4200318092672399	0.9964892652076337	8.0	0.9995334312006408	
ycjN	0.013746312683804718	11.0	0.07220976905099571	0.43574583309509335	1.5375166311566393e-25	8.0	8.983167022919599e-25	-3.059753704372981
ycjO	0.9577111830561549	7.0	0.9994630414401307		0.8694148457502603	7.0	0.9995334312006408	
ycjP	1.6762059162256874e-16	7.0	3.271115845514429e-13	0.6125570648466315	0.45638134494873894	9.0	0.6029940417297439	
ycjQ	0.08087734306716958	12.0	0.25601319545106477	0.42535581600998534	1.7930510577075842e-12	7.0	5.991414509900952e-12	-1.06610779946494
ycjR	0.003966924956601659	11.0	0.028757359341671614	0.3746777934488023	2.922218263469389e-08	8.0	7.876508250179026e-08	-2.9784307468103215
ycjS	0.9828177763633716	17.0	0.9994630414401307		0.12323344637121199	7.0	0.1839180716118239	-0.6707189412454265
ycjT	0.5452264202442971	23.0	0.939937596384051	0.3828601750308059	2.674140095731458e-26	13.0	1.6024673605341e-25	-2.475184019072981
ycjU	0.002633831534481355	13.0	0.020676765737691588	0.4569517721862913	6.839018799622751e-06	11.0	1.569695071686955e-05	-1.226100827092642
ycjV	0.08588523792335466	16.0	0.2683827731103709	0.5725465658602155	0.9555707331208757	9.0	0.9995334312006408	
ycjW	0.0036015305632433542	7.0	0.026723904540568083	0.5108242092877868	0.054759754820635914	5.0	0.0867812149590692	-1.1609299917561244
ycjX	0.29555000705478335	13.0	0.6440712884058176	0.3403672068421455	3.050666574569331e-21	11.0	1.52648593208614e-20	-1.3553603931780744
ycjY	0.9761053780332597	11.0	0.9994630414401307		0.6175816301849593	6.0	0.7826640563715608	
ydaF	0.7595042606419177	2.0	0.9994630414401307		0.04308029798766795	2.0	0.06918270974333257	-0.3332192119623866
ydaG	0.9614505997720468	3.0	0.9994630414401307					
ydaM	0.493504913066677	14.0	0.8939765403122418	0.8127181963101779	0.026518545154121352	6.0	0.043753396967327295	-1.341719390732296
ydaN	0.04550963981677679	16.0	0.17397073869234064	0.4582591048377736	0.00832623905358132	14.0	0.014559924190087408	-0.8169133789292289
ydaS	0.008018369251571502	4.0	0.048654746277409316	0.48316612068049003	0.328722688583063	2.0	0.45284855816245123	
ydaT	0.980357492899925	2.0	0.9994630414401307		0.9364700563544613	4.0	0.9995334312006408	
ydaU	0.046300973786571505	11.0	0.1756197285607275	0.39983752451662363	0.7256536512961403	2.0	0.8939602966200203	
ydaV	0.011566929205298492	7.0	0.06421866954236133	0.507137945308442	0.8924607621220075	7.0	0.9995334312006408	
ydaW	0.05714035186115814	5.0	0.20237640046651562	0.3883059120081013				-0.8156317008117558
ydaY	0.17939276047698402	2.0	0.4523527461228618		0.6319634047451477	2.0	0.7975827849594891	
ydbC	0.08814096850413577	12.0	0.27247144962903874	0.3951017202705749	0.1431336817282072	6.0	0.21163755768744594	-1.5251731422733166
ydbD	0.31382260481043045	12.0	0.670049029855093	0.40771224732011935	0.00071180244994986	24.0	0.001402077904635991	-1.0138019882769707
ydbH	0.043958067682325505	21.0	0.16986964174664995	0.4644062326238836	2.57071665854574e-09	31.0	7.337253796265966e-09	-1.2329339047587209
ydbJ	0.6282684543848882	5.0	0.9994630414401307		0.014524055308003572	2.0	0.024702085504579707	-0.6148456489006451
ydbK	0.00044428434499950626	43.0	0.005160838686110336	0.47759010331256724	9.420623787689155e-43	32.0	1.022626729740137e-41	-2.6785979126200994
ydbL					0.2048364961352701	7.0	0.29475385698856504	-1.258552554940338
ydcA								-1.4121849586141402
ydcC	0.776409896489222	15.0	0.9994630414401307		0.00221534338289444	11.0	0.004149721480546728	-1.1349266158688742
ydcF	0.29880514790745794	7.0	0.6486298622262561	0.3456007873782458	0.9189210073978007	8.0	0.9995334312006408	
ydcH	0.6465628133751968	2.0	0.9994630414401307					
ydcI	0.3488329921932947	10.0	0.719226185171912	0.48674065422728935	0.000422303484674695	11.0	0.0008465245936491236	-4.190286072212631
ydcJ	0.12950923900601619	20.0	0.3539737814008972	0.37525917647279555	0.08182134668841701	13.0	0.12614521163875855	-0.6835410538425416
ydcK	0.013677501559117025	10.0	0.07194513286419643	0.4543404594084997	0.9493383989276897	7.0	0.9995334312006408	
ydcL	0.3421939757612215	2.0	0.7109808945018954		1.5012424348985523e-07	6.0	3.8629768094896035e-07	-4.210728243387494
ydcM	0.0765602100959131	12.0	0.2461404448141259	0.32938371660460675	0.050922472715154536	11.0	0.08105568273129365	-0.9042665116980516
ydcO	0.20620368037791786	15.0	0.5026939191224319	0.4762764134017349	1.474424547299137e-38	10.0	1.3750912503332094e-37	-2.2452944394312118
ydcP	0.2620598987009932	22.0	0.5929390055825952	0.404903575363077	0.08872944300991278	12.0	0.1363721768194907	-1.026802739229556
ydcR	0.42074036454964137	11.0	0.8081445092703002	0.32707915204501115	0.36944318388714115	12.0	0.49976090213946606	-6.882345752617517
ydcS	0.036618692575598445	13.0	0.148212488703239	0.35965642556704824	3.108644480238943e-05	15.0	6.872924051190495e-05	-2.8849316474440525
ydcT	0.9643655921618921	17.0	0.9994630414401307		1.7052646795372578e-36	10.0	1.512280484777126e-35	-1.1940789994073078
ydcU	0.0037312652014874948	16.0	0.02747003833869456	0.3620105430729068	0.46845209712998914	7.0	0.6148530498504945	
ydcV	0.9496889093242915	10.0	0.9994630414401307		0.8757744081943563	13.0	0.9995334312006408	
ydcX					0.3328012269793009	3.0	0.45783215886037487	
ydcZ	0.5386603817920494	5.0	0.9339664532147479		0.5157845255183754	2.0	0.6697569528429098	
yddA	0.5901409244724818	19.0	0.9846708050632746	0.3145568246211856	0.1333196630478185	10.0	0.19778902960753658	-0.7046599676154662
yddB	0.6998056543954264	26.0	0.9994630414401307	0.5238098216857854	0.0021590707274808853	16.0	0.004053869565350452	-1.7464504577549893
yddE	0.2801551230035138	14.0	0.6212758210697241	0.358415694136879	4.5524962630954095e-05	10.0	9.976319720506378e-05	-1.1415954073044772
yddG	0.1512639329015325	10.0	0.39810055975366243	0.46611709580273875	0.9419760631471734	4.0	0.9995334312006408	
yddH	0.9793386398950267	6.0	0.9994630414401307		0.9492339882727892	6.0	0.9995334312006408	
yddJ	0.9870850084805225	2.0	0.9994630414401307		0.9248460370281587	2.0	0.9995334312006408	
yddK	0.9102487739954956	9.0	0.9994630414401307		0.7448619071451348	2.0	0.9125304832215912	
yddL					0.9590024188530907	2.0	0.9995334312006408	
yddM	0.4712258617746895	3.0	0.8716561793870204		0.004087464070823743	2.0	0.007415294407937321	-1.086026646396018
yddW	0.515836753058994	21.0	0.9129228919134229	0.31929707198457646	2.1348557811770043e-13	19.0	7.496212543079817e-13	-1.9504674522181482
ydeA	0.08453641376420915	13.0	0.2648038707236824	0.40889329061597235	0.01023126609311836	9.0	0.017681087511074053	-9.280606215597729
ydeE	0.8448936140332722	10.0	0.9994630414401307		0.8394506244628563	6.0	0.9887747794221549	
ydeI	0.9543614851742739	4.0	0.9994630414401307		0.9579981936500129	2.0	0.9995334312006408	
ydeJ	0.36088492029719665	6.0	0.7315294058830188		2.336985444994507e-12	5.0	7.74382249621616e-12	-2.97470198669379
ydeK	0.23184510919137685	44.0	0.5434783550594258	0.5111608354251661	3.3768929311449723e-13	31.0	1.167658452170494e-12	-2.482888119400381
ydeM	0.9952841393730774	14.0	0.9994630414401307		4.052237516852511e-09	6.0	1.1418113230109948e-08	-1.5794855065014728
ydeN	0.57533734625414	17.0	0.9683232696981062	0.3589413091918106	0.9779402039613553	10.0	0.9995334312006408	
ydeO	0.001877420724629119	4.0	0.016199544774491943	0.41361299806846563	0.0053223843178500894	4.0	0.009533738906590806	-2.1821668262132086
ydeP	0.0910774596549537	28.0	0.27855332255291076	0.3093747451068852	2.2648883165377277e-18	17.0	1.0076597179848143e-17	-4.36284958085542
ydeQ	0.7886347669073512	11.0	0.9994630414401307		0.7467620863351285	6.0	0.9137313732705469	
ydeR					0.7909048719373543	3.0	0.950760985236644	
ydeS	0.9654697848887279	4.0	0.9994630414401307		0.026344343198120852	4.0	0.04348403636316333	-0.8645210424262768
ydeT	0.9975553663166132	17.0	0.9994630414401307		2.5831123312349586e-05	8.0	5.730153708540754e-05	-1.4839707349892541
ydeU	5.229690085524333e-05	17.0	0.0009031628497257288	0.4514870368863677	1.2474846226170611e-29	15.0	8.515904477074887e-29	-1.0725195708434008
ydfB					0.024193078182210507	5.0	0.04013323574861058	-1.6747305770183791
ydfC	0.9452597715075385	3.0	0.9994630414401307		0.9701599882775463	2.0	0.9995334312006408	
ydfD	0.9743382023777196	3.0	0.9994630414401307		0.9267342959651588	2.0	0.9995334312006408	
ydfE	0.048469406174504	12.0	0.1805930620801833	0.5730576658666001	0.3655852027655345	9.0	0.49542340235443283	-0.31342260755509516
ydfG	0.00262651129752902	8.0	0.020667890310999526	0.5047819030407992	0.9933882257723499	4.0	0.9995334312006408	
ydfH	0.6964807271481684	7.0	0.9994630414401307		0.9248067273070931	2.0	0.9995334312006408	
ydfI	0.04667470676155694	14.0	0.17652265551391158	0.3857313048503591	1.725129048405236e-05	7.0	3.8722811917028265e-05	-2.2806670854793025
ydfJ	0.19465624511245752	12.0	0.48176494906399603	0.32480665703479644	3.210565499475809e-05	3.0	7.090370611126953e-05	-1.9102484339534962
ydfK	0.8818437114904176	2.0	0.9994630414401307		0.922305582955306	2.0	0.9995334312006408	
ydfN	0.7717655810805837	12.0	0.9994630414401307		0.7532762596229081	14.0	0.9197192930183816	
ydfO	0.9565228364020203	4.0	0.9994630414401307					
ydfR	0.27533598311310226	4.0	0.6138028566327962					
ydfT	0.9468753611706822	6.0	0.9994630414401307		0.9658876826743884	5.0	0.9995334312006408	
ydfU	0.00688216663743691	13.0	0.04339433988031706	0.6384773989924529	0.2584773154106532	11.0	0.3648065272207905	-0.38619853203090043
ydfV	0.8447943114731717	2.0	0.9994630414401307		3.1662631768572075e-29	4.0	2.100094090426325e-28	-2.9623966031227775
ydfX	0.02722101596715083	3.0	0.11955394767171748	0.5449626398717041				
ydfZ					0.9785951696061854	2.0	0.9995334312006408	
ydgA	0.9906945694208187	15.0	0.9994630414401307		0.9851126749274823	12.0	0.9995334312006408	
ydgC	0.0004723441028264296	5.0	0.0053748076773514715	0.5197876390762775	0.2766857114205231	3.0	0.388572757678946	
ydgD	0.1778771946006668	11.0	0.45013091760329715	0.5086332210796841	0.054977513997371295	9.0	0.08709157221353914	-0.5771948724331698
ydgH	0.6240894586716978	11.0	0.9994630414401307		1.769123808960558e-28	11.0	1.146611564926639e-27	-4.1811807929043985
ydgI	0.0025143668152149286	8.0	0.020109782130704645	0.3729631749292345	0.00024928396406308315	19.0	0.0005115729283174738	-2.8048639311014245
ydgJ	0.9969019898720239	10.0	0.9994630414401307		0.8571304882487712	7.0	0.9995334312006408	
ydgK	0.9686899849139362	5.0	0.9994630414401307		3.065134060268524e-08	3.0	8.256120421319895e-08	-1.5314555294117829
ydhB	0.002145967761700267	10.0	0.01767027884792435	0.5957209639247865	3.42680060022397e-39	11.0	3.272759323242748e-38	-2.1664138512204785
ydhC	0.9065283105303892	10.0	0.9994630414401307		1.3126155367496708e-08	10.0	3.616519783291569e-08	-1.01517806202202
ydhF	0.604742390193294	8.0	0.9994630414401307		0.9543780157226713	9.0	0.9995334312006408	
ydhI	0.9092210128502561	3.0	0.9994630414401307					
ydhJ	0.058622934989629595	10.0	0.20611913396292425	0.3463597332883671	0.05429488414787721	8.0	0.08611320348084478	-1.752785908568606
ydhK	0.7589677241776893	21.0	0.9994630414401307		1.4747332637269188e-22	13.0	7.658974191878495e-22	-2.100593351695989
ydhL	0.7782628196093645	2.0	0.9994630414401307					
ydhP	0.163735636593478	6.0	0.42516683018124607	0.4539248968710765	8.596314245000881e-25	12.0	4.879022356484072e-24	-1.851745087097444
ydhQ	0.11083540796250595	16.0	0.3185497770822244	0.34960813800929397	0.345588488632922	10.0	0.4734562294271032	-0.5665024997694956
ydhR	0.6220543120080329	3.0	0.9994630414401307		0.9692624778936616	3.0	0.9995334312006408	
ydhS	0.00013512964943801313	16.0	0.0020053651017359897	0.40225882892117526	1.9894851629589764e-40	11.0	1.9960163011202054e-39	-3.887959298446287
ydhT	4.057323198451527e-06	9.0	0.00012147445444681919	0.48115514986815494	0.027173410283499552	4.0	0.04472350362058819	-0.35799811836564566
ydhU	0.9971404124017542	10.0	0.9994630414401307		2.1307955127953507e-11	6.0	6.750917521798986e-11	-2.849846795881478
ydhV	0.18211990923865545	27.0	0.45770380280648565	0.43796526269029706	0.9872266080359888	22.0	0.9995334312006408	
ydhW	0.7257392644295921	7.0	0.9994630414401307		0.9926455204860142	5.0	0.9995334312006408	
ydhX	0.9567328806935834	7.0	0.9994630414401307		3.5095998627724805e-86	12.0	1.5492933616438962e-84	-1.410338677740977
ydhY	0.13216986167151218	13.0	0.359483602859869	0.30162080894407367	5.9241216691293224e-12	4.0	1.9292242124139997e-11	-1.9635432074584547
ydhZ	0.7397295995028547	2.0	0.9994630414401307					
ydiB	0.11497210435619629	10.0	0.327345392797409	0.4644161047643919	4.511215297888289e-09	14.0	1.2675430253543261e-08	-6.338194421308769
ydiE	0.8852920208002804	2.0	0.9994630414401307					
ydiF	0.9668667699429201	11.0	0.9994630414401307		0.06311593301107635	10.0	0.09901133980137881	-1.2038923646737927
ydiJ	0.07650434472153028	26.0	0.2461404448141259	0.4992812847740339	1.2223231958571693e-63	37.0	2.490405157507966e-62	-2.657666581878786
ydiK	2.1419109400655408e-05	13.0	0.0004514870726914921	0.4168892668865649	0.0004153174071670725	13.0	0.0008337827481934203	-1.0715041877876912
ydiL					3.36753087101943e-08	2.0	9.040000101729862e-08	-3.561900213141247
ydiM	0.6557508542080186	9.0	0.9994630414401307		0.0029410997882086992	10.0	0.005402214266552548	-3.612552334277245
ydiN	0.4865273470510122	7.0	0.887800808721513		0.9665519360040725	9.0	0.9995334312006408	
ydiO	0.10944038959899703	13.0	0.3161701262804481	0.4174590004684021	1.1895416397062579e-15	12.0	4.6653987507926576e-15	-2.853104043906073
ydiP	0.9865377067165488	7.0	0.9994630414401307		0.8062411054160377	4.0	0.9628059173105218	
ydiQ	0.0030592845943266597	9.0	0.023321069866517486	0.457718189846347	0.7273488346539988	2.0	0.8956393047159108	
ydiR	0.06415743875523111	13.0	0.2194622992652647	0.37840338787718386	2.4234702585961788e-08	9.0	6.563358784868861e-08	-1.8535918928254471
ydiS	0.8874638611121513	15.0	0.9994630414401307		1.0725660674659332e-10	17.0	3.2653678053962856e-10	-1.7750806662108303
ydiT	0.9799321646261767	2.0	0.9994630414401307		0.9988795597712496	4.0	0.9996001887857918	
ydiU	0.9002481655525232	14.0	0.9994630414401307		0.06306073808175733	8.0	0.09898866550723898	-2.0905056249182916
ydiV	0.9955812010405166	8.0	0.9994630414401307		0.7833347389643477	5.0	0.9445186397284836	
ydiY	0.9241881264304118	5.0	0.9994630414401307		0.356438043012553	6.0	0.4851416049636427	
ydiZ	0.8434584093224965	2.0	0.9994630414401307		4.106346889956396e-14	3.0	1.4940033144502529e-13	-1.5426136722514414
ydjA	0.00029483997289745734	9.0	0.0037362351110999223	0.4803763078646202	0.15492284068429252	6.0	0.2277973523459268	-3.0945035435379338
ydjE	0.8824077102855097	15.0	0.9994630414401307		0.002622938661028775	5.0	0.0048650491597886664	-0.9936541446502912
ydjF	0.9121369267664614	3.0	0.9994630414401307					
ydjG	0.4868406577396811	9.0	0.8879154612887736		0.9648010632749704	10.0	0.9995334312006408	
ydjH	0.3606312347450673	8.0	0.7315294058830188		1.7519651835441085e-10	3.0	5.277147592282596e-10	-1.3413071246608528
ydjI	0.9204421170928191	7.0	0.9994630414401307		3.5910807224442746e-41	9.0	3.677155595430697e-40	-2.2546841960488955
ydjJ	0.9681970827516307	8.0	0.9994630414401307		0.0011629438989739164	5.0	0.0022516452780815643	-1.4856452286558217
ydjK	0.83953842261438	18.0	0.9994630414401307		0.976841509861095	11.0	0.9995334312006408	
ydjL	0.4217136836108242	14.0	0.8092175551293249	0.2617213899578692	0.6512980864810095	10.0	0.8186040169531954	
ydjM	0.9639797538608108	4.0	0.9994630414401307		0.1543430445235444	6.0	0.2271117202327584	-3.0914052375184706
ydjN	0.9661470230783427	8.0	0.9994630414401307		8.651518329469433e-20	13.0	4.131307971512267e-19	-4.645170165106432
ydjO	0.9928448782716233	7.0	0.9994630414401307					
ydjX	3.0981177600818595e-06	10.0	9.830856599674388e-05	0.4797227292825381	0.8148231708147213	2.0	0.9704114081675324	
ydjY	0.12092745115953019	6.0	0.3391909922947467	0.36910265247292934	0.35630699382121883	4.0	0.4851294333282051	
ydjZ	0.5612714389046806	3.0	0.9549443879882163		0.0366826024096278	2.0	0.05943718571511062	-0.6513184275095593
yeaC	0.662850180249421	3.0	0.9994630414401307					
yeaD	0.5713595343708098	6.0	0.9645399059901689					
yeaE	0.9838333908646159	5.0	0.9994630414401307		1.157711700313266e-06	6.0	2.789319942598306e-06	-2.6025242263626778
yeaG	0.9898742457606132	18.0	0.9994630414401307		2.7678385728832325e-43	13.0	3.03774106355389e-42	-1.6227887322169412
yeaH	0.010371936094022725	17.0	0.05920259433458374	0.559035413841309	1.8676829648925478e-06	15.0	4.431182814419619e-06	-0.8850073847882712
yeaI	0.9933362776617032	7.0	0.9994630414401307		9.32047354903381e-16	4.0	3.666360535674388e-15	-1.177723062348775
yeaJ	0.9888261713290918	11.0	0.9994630414401307		0.9358217412340918	5.0	0.9995334312006408	
yeaK	0.8617051569959345	4.0	0.9994630414401307		0.7631348730805403	8.0	0.9289016086853513	
yeaL	0.9055501205581451	6.0	0.9994630414401307		0.9459991544985416	2.0	0.9995334312006408	
yeaM	0.19440082919800356	7.0	0.48143809413693395	0.5492299319200686	0.5083221835365646	8.0	0.6610684239576993	
yeaN	0.6654820687057357	19.0	0.9994630414401307		0.01632981800145923	12.0	0.0275609035343235	-1.1130407248120213
yeaO	0.39886182362151135	5.0	0.7857368011277508		0.9378745725513968	3.0	0.9995334312006408	
yeaP	0.20231778107469275	9.0	0.49538663709819686	0.3184264192792922	0.021847997553725535	5.0	0.0365021422543951	-1.3718182254913647
yeaQ	0.015861435816339507	3.0	0.08092442351787332	0.46296614851761175				
yeaR	0.40887758500254867	2.0	0.794745624633938		0.36492329094355286	2.0	0.49495754990678154	
yeaV	0.00011516006764011028	15.0	0.0017354044169859092	0.4634536618074339	9.8675449200351e-07	16.0	2.397783239590181e-06	-1.6346405328773785
yeaW	0.602959251161538	7.0	0.9986596554535151		5.719345079377306e-46	15.0	6.86494199406829e-45	-3.04197529619689
yeaX	0.9725921220450607	9.0	0.9994630414401307		2.1961929807703695e-14	8.0	8.041912177512146e-14	-2.008670003156733
yeaY	0.4581596691518013	10.0	0.8543827537684325		1.7272015512703803e-05	9.0	3.874744078598092e-05	-0.7738019452384103
yebB	0.7151107461758718	5.0	0.9994630414401307		0.04776932162835375	4.0	0.07637324540420501	-0.7296084259021618
yebC	0.9955932525514842	6.0	0.9994630414401307		4.832856659300296e-13	11.0	1.6609809262456815e-12	-1.8949727299794379
yebE	0.005468255955882409	12.0	0.03656272239125035	0.5016644804609898	0.00018936126226052488	6.0	0.0003920439265039423	-0.5928628140724841
yebF	0.31571583971682227	5.0	0.6726194991346929		4.205652344681583e-06	3.0	9.78282012026928e-06	-0.9351428507601458
yebG	0.3632069832575597	7.0	0.7352680786588461		0.00037520304188964475	6.0	0.0007555406413723054	-1.5353983468318129
yebK	0.6962419500880275	5.0	0.9994630414401307		0.9333674175247935	6.0	0.9995334312006408	
yebQ	0.04694161160661154	15.0	0.17718869448801242	0.5981815977285676	3.0052639887170497e-21	15.0	1.5056637865287312e-20	-2.5749207439803956
yebS	0.3875646528570421	15.0	0.7715458270291847	0.37150254602914284	1.9277311842423897e-06	9.0	4.567010134165184e-06	-1.9357481169015316
yebT	0.5386847562923929	28.0	0.9339664532147479	0.4094092969458017	1.0748180023342975e-09	19.0	3.1306832282068647e-09	-2.6579410328738784
yebV	0.9658537550566785	4.0	0.9994630414401307		0.9891571001603033	4.0	0.9995334312006408	
yebW	0.18298641518040365	3.0	0.45870005038478834					
yebY	0.2315484850415826	3.0	0.5433057111087366		0.9512820149697304	3.0	0.9995334312006408	
