gene	gene_pval_positive	ngrna_lfc_positive	gene_lfc_positive	fdr_gene_positive_rra	mean_log2FC_positive	SEM_positive	z_positive	pval_gene_positive	ngrna_tested_positive	fdr_gene_positive_wald	gene_pval_negative	ngrna_lfc_negative	gene_lfc_negative	fdr_gene_negative_rra	mean_log2FC_negative	SEM_negative	z_negative	pval_gene_negative	ngrna_tested_negative	fdr_gene_negative_wald
adrA	0.043795636679493724	2.0	0.5205684681039564	0.04491144907897127	0.5205684681039564	0.21432008860027793	2.4289298847522094	0.015143460611384895	2.0	0.015333944392660177										
aer	0.0001045554630038468	3.0	0.38674665317852946	0.0003612323936398999	0.38674665317852946	0.04315217054098832	8.96239165562196	3.177110952932801e-19	3.0	6.148015185362751e-19										
agaS	0.007673643975390048	3.0	0.37915124408048606	0.011050596422520553	0.37915124408048606	0.02368012672810896	16.01136887626632	1.0644198395850118e-57	3.0	4.786916038357176e-57										
ahpF	0.00491601148536065	3.0	0.3442662206971315	0.007744401655020202	0.3442662206971315	0.04105966029308414	8.384536507115666	5.0926014386244854e-17	3.0	9.338369380621208e-17										
aidB	0.0031808451287227892	3.0	0.462331824538635	0.005627649073894166	0.462331824538635	0.014291391308434894	32.35037195194305	1.3707163111572384e-229	3.0	1.6469054186292195e-228										
aldB	0.011883349950159846	2.0	0.488400480929679	0.015554628796550693	0.488400480929679	0.1741281727426761	2.8048332055458345	0.005034262350268178	2.0	0.0051757103345669										
alkA	0.026695621702284594	4.0	0.5834773278839598	0.02974730556913796	0.5834773278839598	0.03405373103720096	17.134020564341622	8.273442484250738e-66	4.0	4.136721242125369e-65										
allC	0.006315215186556336	2.0	0.5611642398863278	0.009345125413929872	0.5611642398863278	0.006718054472416801	83.53076656201189	0.0	2.0	0.0										
allD	0.02778264228851341	3.0	0.4107446823915226	0.030679049440676672	0.4107446823915226	0.04698884055918225	8.741324057021398	2.3039411601310348e-18	3.0	4.363935609189372e-18										
alpA	1.1208174780403507e-07	2.0	0.46574007126080263	1.8045161396449646e-06	0.46574007126080263	0.0322621516640374	14.436113130667687	3.0665456889783793e-47	2.0	1.2342846398137977e-46										
alsB	0.013565437999976518	2.0	0.43301108427830626	0.017009622414300773	0.43301108427830626	0.0367783857311095	11.77352066086027	5.344648439455418e-32	2.0	1.5420939045740544e-31	1.107656721085061e-18	2.0	-4.112514006586636	2.5295722828850948e-18	-4.112514006586636	2.910601201903351	-1.4129431417458733	0.15767244276497916	2.0	0.16573311107237845
alsK	0.002104176173285246	2.0	0.4134812131264938	0.0040815947457701765	0.4134812131264938	0.05039772494521985	8.204362668670658	2.3181733510099754e-16	2.0	4.128605193723518e-16	4.094412298707284e-11	2.0	-1.620632638344345	6.779953944815106e-11	-1.620632638344345	0.051506673035885735	-31.46451795120251	2.6574335676226553e-217	2.0	1.2552876983901754e-215
amiA	0.012713270117709223	4.0	0.37592488742869273	0.016296468861076312	0.37592488742869273	0.012446358965358352	30.203603196323947	2.1241034418616127e-200	4.0	2.3423332475323264e-199										
amiB	0.04316645818740049	4.0	0.40565510834307983	0.04443605989879462	0.40565510834307983	0.07289045155345708	5.56527089210823	2.6174547327625034e-08	4.0	3.505908585480558e-08	1.5432015980206892e-10	2.0	-2.5430875833366047	2.495537719321745e-10	-2.5430875833366047	1.7180749572832412	-1.4801959440453867	0.13882096254198187	2.0	0.14867758219740898
amiD	0.008068232757465772	2.0	0.41282236855582444	0.011536283072397773	0.41282236855582444	0.04924202375375924	8.383537821682415	5.136016355517897e-17	2.0	9.39657537770888e-17										
amtB	0.031095248645000767	4.0	0.3651921936611101	0.033644724676378523	0.3651921936611101	0.009598211038392384	38.04794374705441	0.0	4.0	0.0										
ansB	0.013427147142911985	2.0	0.5151431307243214	0.016941776567467315	0.5151431307243214	0.029840556743468416	17.263187652726263	8.905612943778901e-67	2.0	4.6552067660662435e-66										
ansP	0.00037447234251907445	2.0	0.5630139091456771	0.001011577972241124	0.5630139091456771	0.10121707760248634	5.562439881507179	2.6602869159275345e-08	2.0	3.557360410833331e-08										
appA	0.041855488424923586	2.0	0.3835453360343099	0.04341967549234985	0.3835453360343099	0.0031653190316388575	121.17114647863083	0.0	2.0	0.0	4.3500624862315695e-24	3.0	-3.5689168679983645	1.2012864865824104e-23	-3.5689168679983645	2.1925397409739165	-1.6277546998591996	0.1035769094421898	3.0	0.11434228317880116
