gene	gene_pval_positive	ngrna_lfc_positive	gene_lfc_positive	fdr_gene_positive_rra	mean_log2FC_positive	SEM_positive	z_positive	pval_gene_positive	ngrna_tested_positive	fdr_gene_positive_wald	gene_pval_negative	ngrna_lfc_negative	gene_lfc_negative	fdr_gene_negative_rra	mean_log2FC_negative	SEM_negative	z_negative	pval_gene_negative	ngrna_tested_negative	fdr_gene_negative_wald
glpA	0.014541943623353459	3.0	0.3849009698506149	0.017954393584048364	0.3849009698506149	0.022292295383956454	17.26609858792847	8.467692119066759e-67	3.0	4.4552236312736867e-66										
glpB	0.00017994706651357155	3.0	0.4586503665138466	0.0005636474262390082	0.4586503665138466	0.04985460221589382	9.199759824131688	3.58750715072798e-20	3.0	7.148374396871346e-20	8.842978925591623e-20	2.0	-3.843372925750829	2.1249193000584958e-19	-3.843372925750829	0.9030111417673273	-4.256174423527904	2.0795449496267833e-05	2.0	4.6894261112815027e-05
gltB	2.614908113777954e-06	4.0	0.47807876616780914	1.6192315627625022e-05	0.47807876616780914	0.07787887083426884	6.138748046118837	8.317436245386318e-10	4.0	1.185050650891325e-09	2.127645964200111e-23	8.0	-1.6697327413742133	5.743044369532631e-23	-1.6697327413742133	0.19939148346375699	-8.374142728506845	5.56273082954006e-17	8.0	3.0723390273921256e-16
gltD	1.3760321947763488e-05	3.0	0.4730133781748426	6.593487599970005e-05	0.4730133781748426	0.06221933747080506	7.602353181545735	2.907938045645083e-14	3.0	4.7773267892740646e-14										
gltS	0.0026814874035940065	4.0	0.430044709885564	0.0049059030906663074	0.430044709885564	0.033432223237796474	12.863180136921947	7.253010222096252e-38	4.0	2.392898864257165e-37	1.2114171093325518e-08	2.0	-4.7363054704717955	1.798588677627734e-08	-4.7363054704717955	4.448125601925658	-1.0647868100715008	0.28697241529007655	2.0	0.28697241529007655
glvC	0.00017597420053592643	2.0	0.46446289506663285	0.0005533563727789873	0.46446289506663285	0.0922007162595085	5.037519380645089	4.716038222884625e-07	2.0	5.885908169646703e-07										
gntP	2.4437177554559816e-07	4.0	0.5285167629770411	2.8929305781500955e-06	0.5285167629770411	0.021778497916729145	24.26782439256571	4.287818667100151e-130	4.0	3.3511592495297296e-129	0.00012413925119882048	3.0	-4.254226184641415	0.0001474718437471097	-4.254226184641415	2.7408015179843286	-1.5521832415541372	0.12061838478929811	3.0	0.13105932245568408
gph	0.00657657753354731	2.0	0.32836241235804464	0.009660848384134278	0.32836241235804464	0.06278700558718711	5.229782966828622	1.697091555999175e-07	2.0	2.1823621446954245e-07										
gpmM	0.00022098574197724151	2.0	0.4577749875065144	0.0006662678737516083	0.4577749875065144	0.07203871340451434	6.354569173605309	2.0901157707372026e-10	2.0	3.026156826337137e-10	2.6259411322277047e-35	3.0	-2.191786973767067	1.0884058347047768e-34	-2.191786973767067	0.3867862681532569	-5.666661808424419	1.4560632801794855e-08	3.0	4.617727187141655e-08
gsiA	2.6183487258266135e-05	3.0	0.432611222508447	0.00011517872810330185	0.432611222508447	0.040631764249563246	10.64711883666477	1.798453600782499e-26	3.0	4.270664155250477e-26	1.4988523116041738e-15	3.0	-1.2052141731509287	2.9794461786594593e-15	-1.2052141731509287	0.33679717499950845	-3.5784568951704765	0.0003456288567880174	3.0	0.000656511955486234
gsiB	3.72126621913671e-06	2.0	0.4712835607427234	2.1604493015662903e-05	0.4712835607427234	0.1591607549980377	2.961053814732997	0.003065883639300057	2.0	0.003180459187675961	0.00295989066869336	2.0	-3.973109141390049	0.0031852540469451923	-3.973109141390049	2.939850097463362	-1.3514665747135306	0.176546020166083	2.0	0.18371020649166317
gsk	0.0007519870853708002	3.0	0.3577256520947978	0.0017648676493396333	0.3577256520947978	0.041266161426272055	8.668740675914968	4.3692580524668276e-18	3.0	8.179657516827434e-18	6.398820197037047e-06	3.0	-1.135115100362923	8.2042016097725e-06	-1.135115100362923	0.30060691845068094	-3.7760777636565126	0.000159317270413907	3.0	0.00031774944488107006
gspA	2.5119746394774303e-07	2.0	0.568219980569134	2.930637079390335e-06	0.568219980569134	0.06963286131068205	8.160227367850041	3.3439452449463314e-16	2.0	5.929242119343164e-16	2.3048284618138843e-78	4.0	-2.1641002864685994	3.5665233525482085e-77	-2.1641002864685994	0.7411454793234401	-2.9199399400561865	0.0035009885078269554	4.0	0.005541688158332791
guaA	0.00013134177217940434	2.0	0.4300319909575725	0.00043332019100172334	0.4300319909575725	0.0634445374656459	6.7780774852433465	1.2178553379862046e-11	2.0	1.829055125147192e-11	6.396082852367029e-66	19.0	-3.820065460569671	6.916246216866757e-65	-3.820065460569671	0.2710337271617108	-14.09442839669341	4.1096187928472385e-45	19.0	6.147304777633994e-44
gudD	0.0013339472960449017	2.0	0.44467540674214434	0.002767596838443675	0.44467540674214434	0.04366565876734548	10.18364131665606	2.3461425375435454e-24	2.0	5.380754252770809e-24	1.4477848045491867e-08	2.0	-2.7067341720461457	2.1371494442152878e-08	-2.7067341720461457	1.1258163434436728	-2.4042413203620097	0.016206071229167257	2.0	0.02213233120079019
gudP	0.001641171738935639	5.0	0.4514694733711792	0.0033278167502347345	0.4514694733711792	0.05698316293012788	7.9228573872736066	2.321137474773993e-15	5.0	4.001104212404848e-15	8.065906940735672e-56	2.0	-3.164294064141659	6.007594588639225e-55	-3.164294064141659	2.6459013163635285	-1.1959229335471206	0.23172663468841814	2.0	0.23381074157712792
hcr	0.017457970713282974	3.0	0.36864344544261846	0.020913194083620232	0.36864344544261846	0.041270707590220536	8.93232675104344	4.1714130637069154e-19	3.0	8.052727856796323e-19	0.01336711668643875	3.0	-1.0181329162365345	0.013805508890769595	-1.0181329162365345	0.3152281109323741	-3.229829069574809	0.0012386424741708398	3.0	0.002135795620688432
hda	0.012447178966841279	2.0	0.532337057971537	0.015980827860139123	0.532337057971537	0.1790412358433511	2.9732650998750683	0.002946498429009024	2.0	0.0030645106399900058	1.0585805430515946e-23	4.0	-3.1433145827001927	2.887769110604274e-23	-3.1433145827001927	0.7066434371814839	-4.44823289555707	8.657962620711802e-06	4.0	2.055693505843609e-05
hemH	0.014836090046986727	3.0	0.5061175733698664	0.01826154814652036	0.5061175733698664	0.09728311602293419	5.202522226472997	1.9660183739475658e-07	3.0	2.4923540016185674e-07	3.1528895855087126e-70	7.0	-4.397258452311191	3.798279735562509e-69	-4.397258452311191	0.37510965938465524	-11.722594559480628	9.763517604186357e-32	7.0	1.024883865468685e-30
hemN	0.006265065992213529	2.0	0.3334738543878575	0.00929566515039657	0.3334738543878575	0.06313791002434824	5.281673946116652	1.2800886488526518e-07	2.0	1.664735641884305e-07										
hemX	0.0047666188094728015	2.0	0.4534810110766668	0.00757619353132282	0.4534810110766668	0.12425951615725288	3.64946705975241	0.0002627849330132489	2.0	0.00028509686128795874	7.624012651108861e-05	2.0	-1.0284437974051912	9.172320850362202e-05	-1.0284437974051912	0.44707866960250797	-2.3003642699383704	0.02142759131002143	2.0	0.028302079765628013
hemY	0.010896106056934175	4.0	0.5729292627479045	0.014426587789197386	0.5729292627479045	0.05910863523176747	9.692818325130068	3.2347687204662855e-22	4.0	6.907132148475756e-22	8.964713250427225e-35	5.0	-3.391697117411968	3.6242478118281237e-34	-3.391697117411968	1.1030713346519119	-3.074775865227484	0.002106608008939774	5.0	0.0034627851429000866
hflC	6.528241290612568e-05	2.0	0.38219336700712825	0.00024106579077720717	0.38219336700712825	0.02157492801302496	17.714699524206754	3.2294735121192645e-70	2.0	1.780634367983567e-69										
hflK	1.1332351396052532e-06	2.0	0.46895452423588835	8.771675840213738e-06	0.46895452423588835	0.11314547805623894	4.144704077371918	3.402528192693036e-05	2.0	3.885156305131765e-05	0.0006542212456056442	2.0	-0.8545124900125874	0.0007409004011748462	-0.8545124900125874	0.26798452286738655	-3.1886635872454736	0.0014293211117387746	2.0	0.002436497051824407
hisH	0.04412142345164182	2.0	0.3727526725398568	0.045104717355792266	0.3727526725398568	0.10885627408694372	3.4242644777841513	0.0006164659389900903	2.0	0.0006538275110500957										
hofB	0.0034876104708654594	4.0	0.41208431272149737	0.006024734826280461	0.41208431272149737	0.0763721301235002	5.3957420338430016	6.82409332786861e-08	4.0	9.005565785138084e-08	2.6910876299629575e-38	3.0	-1.8338258777918688	1.2046140388487553e-37	-1.8338258777918688	0.7643953730958808	-2.3990541313256295	0.01643748453422038	3.0	0.022420429132922172
hofM	0.010930384887077354	2.0	0.42654161919725125	0.014448209908205698	0.42654161919725125	0.01868088635041248	22.833050380815205	2.1539027708676454e-115	2.0	1.5907263583013344e-114										
hscA	0.013161335719419713	2.0	0.3654726189105266	0.016703276100791344	0.3654726189105266	0.03376181300018529	10.825029417363364	2.6199500927112982e-27	2.0	6.611472804490893e-27	4.678796903368226e-49	12.0	-2.7101270977180487	2.906034754860196e-48	-2.7101270977180487	0.2237005638252509	-12.114976607010835	8.798923311419572e-34	12.0	1.0255887885713073e-32
hsdR	0.007978846363819738	2.0	0.5769503703463947	0.011449146743092494	0.5769503703463947	0.1699810655530061	3.3942037512788814	0.0006882846309860935	2.0	0.0007290383262418491	2.285367063547847e-10	4.0	-3.4121238784441066	3.6627088205967725e-10	-3.4121238784441066	1.4511880746267403	-2.3512623471094454	0.018709837135702324	4.0	0.025044114585075074
hslU	0.00016377035309908175	2.0	0.32442483398358646	0.0005200175747703467	0.32442483398358646	0.006612435663518461	49.062834104152294	0.0	2.0	0.0	0.001503491413677572	3.0	-0.7764907142414567	0.0016496131342000255	-0.7764907142414567	0.1640948254008602	-4.73196343848504	2.2235847028946933e-06	3.0	5.582286072302062e-06
hyaA	0.008799999118370379	3.0	0.4813254505002887	0.012256054135446635	0.4813254505002887	0.014561713033549691	33.05417771874306	1.3547980416413686e-239	3.0	1.704081911752034e-238	0.0010040067436114224	3.0	-1.2696629064450888	0.0011214636619679547	-1.2696629064450888	0.533526497199123	-2.379756044189919	0.01732410290365435	3.0	0.023363459588324236
hyaB	0.001139806637112067	3.0	0.4284612700912462	0.0024798495753384163	0.4284612700912462	0.024982231419555127	17.150640505069664	6.216351315038822e-66	3.0	3.1276017553789075e-65	1.5453513655762175e-11	2.0	-5.354976501410913	2.61689217095218e-11	-5.354976501410913	4.022449121352489	-1.331272650034261	0.18309931407354352	2.0	0.18986901719353588
hybA	0.00011968081075070861	2.0	0.3840432841565726	0.0004048027422450438	0.3840432841565726	0.022240236523993706	17.267949634539654	8.200453306875265e-67	2.0	4.343003231601702e-66										
hybC	1.1898235910376288e-07	2.0	0.3758937807435154	1.8780548838927276e-06	0.3758937807435154	0.07677420213977935	4.896094915569978	9.77598614917323e-07	2.0	1.1978186986429908e-06	1.3862328678519368e-07	2.0	-2.0795066924903107	1.936410893225079e-07	-2.0795066924903107	0.9086406596029014	-2.288590842279837	0.022103136482434255	2.0	0.029044751087825393
hycC	0.0003297708083961405	2.0	0.43175907055450174	0.0009249669015989308	0.43175907055450174	0.008140708190984391	53.03704056517625	0.0	2.0	0.0										
hycE	0.001218579182174924	2.0	0.4976713990277284	0.0025951604367805245	0.4976713990277284	0.038372434995169395	12.96950269354496	1.8220865824571754e-38	2.0	6.036130448057721e-38	8.613502123452117e-10	3.0	-4.262514577499796	1.349148020209123e-09	-4.262514577499796	2.4372873212726986	-1.7488765236238144	0.08031236544428254	3.0	0.09158875220615449
hyfB	1.786643189638344e-06	3.0	0.4388784792680771	1.2292715962896297e-05	0.4388784792680771	0.033511101964689725	13.09650991872838	3.44749483492326e-39	3.0	1.1563472258805102e-38										
hyfC	3.3495640578659205e-06	2.0	0.47225942955891825	1.9893878309293267e-05	0.47225942955891825	0.1167742242330258	4.044209521927656	5.249995404851608e-05	2.0	5.910833987280482e-05										
hyfD	2.6582932956885487e-05	2.0	0.48835112515753165	0.00011630033168637401	0.48835112515753165	0.10063744946085587	4.852578515987546	1.2186651121173324e-06	2.0	1.4864021443249282e-06	1.404725605699176e-08	6.0	-0.6039924812528258	2.075294207596725e-08	-0.6039924812528258	0.055754200976293446	-10.833129534214686	2.3981622331212733e-27	6.0	2.1962761267615743e-26
hyfF	0.0018385995559063249	2.0	0.3980101670635794	0.003663546144813345	0.3980101670635794	0.0840056854835002	4.737895593289977	2.1594901506321533e-06	2.0	2.594611300386393e-06	0.010995246515712613	2.0	-4.436017303857494	0.011421566837791748	-4.436017303857494	2.959453720340666	-1.4989311281903943	0.13389149997555538	2.0	0.14382719476727823
hyfG	0.0005409635897284365	3.0	0.40957470841040927	0.001373740346155809	0.40957470841040927	0.025589763974151986	16.005411727287417	1.171357746021507e-57	3.0	5.238572141929517e-57										
hyfH	3.5003632018134887e-09	2.0	0.4129854355106073	1.386896955959567e-07	0.4129854355106073	0.010463447408451426	39.46934689775714	0.0	2.0	0.0										
hypD	0.0005703618265510132	4.0	0.5000165954013536	0.001425904566377533	0.5000165954013536	0.07426322453051729	6.733031033359987	1.6616460381988393e-11	4.0	2.4816791479593054e-11	0.0003521564999942142	2.0	-0.8186710730762168	0.0004049461354834174	-0.8186710730762168	0.24874470608812668	-3.291210035988357	0.0009975740042435764	2.0	0.001753815218038413
hypF	0.03435361165525667	2.0	0.4017556417668215	0.03658023463291219	0.4017556417668215	0.06268508065305106	6.4091110289935775	1.4637057462901597e-10	2.0	2.1268648479486975e-10										
hyuA	0.0008236742485578991	2.0	0.4039163998035824	0.0019108293086141463	0.4039163998035824	0.04424656043151548	9.128763814958258	6.928589792473871e-20	2.0	1.3703967525654708e-19										
iadA	0.0004925670825551761	3.0	0.5617758104967939	0.0012587825443076722	0.5617758104967939	0.1529180551819495	3.673704912270596	0.00023905879758021124	3.0	0.00026005720547577036										
iap	4.184576365741009e-05	3.0	0.40887754497791273	0.00016759124250853295	0.40887754497791273	0.046644731541650754	8.765781932152644	1.8548473928315395e-18	3.0	3.529910523000921e-18										
ibpB	3.2585447936829093e-06	2.0	0.43862606214265126	1.987218605238441e-05	0.43862606214265126	0.03963608857242529	11.066330658262837	1.827303836297972e-28	2.0	4.822883895802844e-28										
ilvA	7.257211867603524e-05	6.0	0.46883698694345305	0.00026315565555949715	0.46883698694345305	0.04381104199288995	10.70134298607963	1.0031365710432475e-26	6.0	2.4033480347911138e-26	1.4745228002882307e-28	2.0	-3.2422967694762974	4.692851820066266e-28	-3.2422967694762974	1.7857723775511989	-1.8156271259623844	0.06942758963516095	2.0	0.08024631255319634
ilvB	0.001019179390527315	3.0	0.466680599652828	0.002253954421358485	0.466680599652828	0.12134479440822543	3.8459053965086594	0.00012010810113610467	3.0	0.00013281184260242342	2.482381203945293e-23	3.0	-1.5151889441576267	6.670470450721259e-23	-1.5151889441576267	0.6706988488489024	-2.2591196432767013	0.023875943560806807	3.0	0.03119164388038444
ilvC	4.829986544873724e-05	3.0	0.38385636386746663	0.00018874461983608482	0.38385636386746663	0.051663882930621165	7.4298783229851875	1.0869762251660048e-13	3.0	1.7535388001175025e-13	0.001034054581185054	2.0	-1.203301789493823	0.0011521588908920994	-1.203301789493823	0.503044226872459	-2.3920397555797934	0.01675502738832408	2.0	0.022794663758484848
ilvD	1.7058910533398629e-07	3.0	0.6325072098426148	2.3645576223917705e-06	0.6325072098426148	0.07512184503116824	8.419750734026646	3.772861735982944e-17	3.0	6.934140861795137e-17	7.277274654665836e-83	2.0	-2.5633420583842703	1.2682240781674928e-81	-2.5633420583842703	0.9980187005664914	-2.5684308890497505	0.010216008085211685	2.0	0.0147034366073312
insAB-1	3.918330410294142e-06	3.0	0.3634696894661213	2.1604493015662903e-05	0.3634696894661213	0.06965140684096183	5.21841131358693	1.8046435277526255e-07	3.0	2.2950048022762457e-07	5.6747214052832436e-05	3.0	-1.7148427131026966	6.891830123466457e-05	-1.7148427131026966	0.8502938394790598	-2.0167648329115386	0.04372006050878945	3.0	0.053458793333295
insAB-2	3.918330410294142e-06	3.0	0.3634696894661213	2.1604493015662903e-05	0.3634696894661213	0.06965140684096183	5.21841131358693	1.8046435277526255e-07	3.0	2.2950048022762457e-07	5.6747214052832436e-05	3.0	-1.7148427131026966	6.891830123466457e-05	-1.7148427131026966	0.8502938394790598	-2.0167648329115386	0.04372006050878945	3.0	0.053458793333295
insAB-3	3.918330410294142e-06	3.0	0.3634696894661213	2.1604493015662903e-05	0.3634696894661213	0.06965140684096183	5.21841131358693	1.8046435277526255e-07	3.0	2.2950048022762457e-07	5.6747214052832436e-05	3.0	-1.7148427131026966	6.891830123466457e-05	-1.7148427131026966	0.8502938394790598	-2.0167648329115386	0.04372006050878945	3.0	0.053458793333295
